dup_group,group_size,row_index,Catalog,FIRST_ID,RA,Dec,z,Flux_FIRST_1400MHz,Host_name
604,2,5072,Sasmal,J151254.8+061211,228.2284167,6.20325,0.17,28.0,
605,2,5079,Lao,J151442.8+223740,228.68302,22.62366,0.38433,142.85,WISEA J151443.92+223725.1
605,2,6854,Mirabest,,228.682965,22.62365,0.3843,,
606,2,5086,Lao,J151515.1+541229,228.81498,54.20892,0.15801,100.27,WISEA J151515.59+541232.1
606,2,6475,Mirabest,,228.81492,54.20889,0.158,,
607,2,5112,Lao,J152001.0+232908,230.0045,23.48481,0.47388,14.11,WISEA J152001.07+232905.3
607,2,5111,Sasmal,J152001.0+232905,230.0045,23.48477778,0.48,10.0,
608,2,5118,Lao,J152056.1+233718,230.23194,23.62367,0.31393,44.9,WISEA J152055.66+233725.2
608,2,5117,Sasmal,J152055.6+233725,230.2319167,23.62366667,0.31,44.0,
609,2,5122,Lao,J152126.5+315743,230.36243,31.95929,0.31313,82.12,WISEA J152126.98+315733.4
609,2,5123,Sasmal,J152126.9+315733,230.3624167,31.95925,0.31,82.0,
610,2,5125,Lao,J152129.1+151152,230.36982,15.19695,0.35923,74.22,WISEA J152128.75+151149.0
610,2,7006,Mirabest,,230.36985,15.1969,0.3592,,
611,2,5132,Lao,J152234.1+310913,230.64184,31.15297,0.23788,54.86,WISEA J152234.04+310910.6
611,2,6696,Mirabest,,230.64183,31.15296,0.2379,,
612,2,5143,Lao,J152443.4+132124,231.18113,13.35677,,3.81,
612,2,5142,Sasmal,J152443.4+132121,231.181,13.35591667,,6.0,
613,2,5155,Lao,J152618.4+165954,231.57668,16.9988,0.18567,138.04,WISEA J152618.40+165955.6
613,2,7008,Mirabest,,231.57684,16.99882,0.1857,,
614,2,5160,Lao,J152655.7+072910,231.73082,7.48648,0.1897,48.23,WISEA J152655.39+072911.3
614,2,6760,Mirabest,,231.730935,7.48642,0.1897,,
615,2,5166,Lao,J152818.6+071419,232.0772,7.23588,0.38729,22.29,WISEA J152818.52+071409.1
615,2,5165,Sasmal,J152818.5+071409,232.07725,7.235916667,0.39,24.0,
616,2,5189,Lao,J153201.7+465856,233.00738,46.98136,0.3162,21.4,WISEA J153201.77+465852.8
616,2,5188,Sasmal,J153201.7+465852,233.0073333,46.98133333,0.32,25.0,
617,2,5193,Lao,J153250.0+573437,233.21118,57.57359,0.15186,102.27,SDSS J153250.68+573424.9
617,2,6429,Mirabest,,233.211225,57.57364,0.1519,,
618,2,5202,Lao,J153346.2+570016,233.44288,57.00327,0.21761,106.9,WISEA J153346.29+570011.7
618,2,5203,Sasmal,J153346.3+570011,233.4432083,57.00330556,0.22,110.0,
619,2,5220,Lao,J153629.3-020457,234.13,-2.08516,0.14711,167.93,WISEA J153631.19-020506.5
619,2,5221,Sasmal,J153631.1-020506,234.1299583,-2.085083333,0.16,95.0,
620,2,5232,Lao,J153752.9+405130,234.47055,40.85905,0.62212,14.76,SDSS J153752.93+405132.5
620,2,5231,Sasmal,J153752.7+405130,234.4697917,40.8585,,15.0,
621,2,5239,Lao,J153903.6+045054,234.76673,4.84916,0.17422,7.72,WISEA J153904.01+045056.9
621,2,5240,Sasmal,J153904.0+045056,234.7667083,4.849138889,0.17,8.0,
622,2,5242,Lao,J153923.3-054439,234.8476,-5.74528,1.02734,14.66,DESI J153923.42-054443.0
622,2,5243,Sasmal,J153923.4-054442,234.8475417,-5.74525,,20.0,
623,2,5245,Lao,J153928.5+180605,234.86921,18.09976,0.32021,114.6,DESI J153928.61+180559.1
623,2,5247,Sasmal,J153928.6+180559,234.8692083,18.09977778,0.31,117.0,
624,2,5253,Lao,J153959.6-021456,234.99676,-2.25281,0.37659,104.07,DESI J153959.22-021510.1
624,2,5252,Sasmal,J153959.2-021510,234.996875,-2.252833333,,34.0,
625,2,5256,Lao,J154106.2+432655,235.26889,43.45026,0.26295,120.91,WISEA J154104.53+432700.9
625,2,6560,Mirabest,,235.270635,43.45077,0.2673,,
626,2,5258,Lao,J154141.1+030122,235.42364,3.0174,0.06415,19.94,WISEA J154141.67+030102.6
626,2,5259,Sasmal,J154141.7+030103,235.42375,3.0175,0.06,19.0,
627,2,5274,Lao,J154410.0+175517,236.04147,17.91797,0.20886,169.7,2MASX J15440995+1755045
627,2,5273,Sasmal,J154409.9+175504,236.0414167,17.918,0.21,166.0,
628,2,5275,Lao,J154413.2+283844,236.05655,28.6455,0.35512,67.86,WISEA J154413.57+283843.8
628,2,6697,Mirabest,,236.056245,28.64542,0.3551,,
629,2,5277,Lao,J154417.4+344147,236.07451,34.69628,0.07169,196.69,MCG +06-35-001
629,2,6639,Mirabest,,236.0745,34.69627,0.0717,,
630,2,5285,Lao,J154547.7-023802,236.44706,-2.6332,,12.61,DESI J154547.29-023759.5
630,2,5284,Sasmal,J154547.4-023759,236.4475,-2.633222222,,12.0,
631,2,5289,Lao,J154554.0+030924,236.47494,3.15342,0.20933,24.46,WISEA J154553.98+030912.3
631,2,5288,Sasmal,J154553.9+030912,236.4749167,3.153416667,0.21,24.0,
632,2,5294,Lao,J154631.1+262028,236.62991,26.34246,0.58028,11.26,WISEA J154631.17+262032.8
632,2,5293,Sasmal,J154630.8+262031,236.6285833,26.34202778,,12.0,
633,2,5329,Lao,J155035.9+073102,237.64873,7.51848,0.35441,59.63,WISEA J155035.69+073106.5
633,2,6719,Mirabest,,237.64875,7.51846,0.3544,,
634,2,5333,Lao,J155140.2+060917,237.91806,6.15464,0.30653,21.62,WISEA J155140.33+060916.6
634,2,5334,Sasmal,J155140.3+060916,237.9180417,6.154638889,0.31,21.0,
635,2,5336,Lao,J155152.9+053203,237.97025,5.53308,0.25043,102.23,WISEA J155152.86+053159.0
635,2,6761,Mirabest,,237.970245,5.53322,0.2504,,
636,2,5361,Lao,J155518.9+044621,238.82804,4.77416,0.53995,21.98,SDSS J155518.73+044626.9
636,2,5360,Sasmal,J155518.7+044626,238.8280417,4.774138889,0.54,21.0,
637,2,5363,Lao,J155522.3+453058,238.84171,45.51695,0.07118,44.82,WISEA J155522.01+453101.0
637,2,5362,Sasmal,J155521.9+453100,238.8416667,45.51688889,0.07,44.0,
638,3,5365,Lao,J155533.0+032702,238.88518,3.44943,0.2042,45.72,WISEA J155532.44+032657.9
638,3,6421,Mirabest,,238.885185,3.44943,0.2042,,
638,3,5364,Sasmal,J155532.4+032657,238.885125,3.449416667,0.2,46.0,
639,2,5394,Lao,J160010.3+230101,240.04035,23.01561,0.42779,15.52,WISEA J160009.68+230056.1
639,2,5393,Sasmal,J160009.6+230056,240.0403333,23.01561111,0.43,17.0,
640,2,5400,Lao,J160129.8+083847,240.37399,8.64744,0.18756,81.26,2MASX J16012976+0838512
640,2,6721,Mirabest,,240.373995,8.6474,0.1876,,
641,2,5410,Lao,J160318.8+031642,240.8291,3.27913,0.2222,132.94,WISEA J160318.98+031644.8
641,2,6422,Mirabest,,240.82911,3.27905,0.2222,,
642,2,5415,Lao,J160338.8+285754,240.90965,28.96359,0.28209,39.13,WISEA J160338.31+285748.9
642,2,5414,Sasmal,J160338.3+285748,240.9097083,28.9635,0.28,21.0,
643,2,5427,Lao,J160604.6+561045,241.51943,56.17904,0.67733,17.37,DESI J160604.66+561044.5
643,2,5426,Sasmal,J160604.5+561044,241.5189583,56.17908333,,17.0,
644,2,5435,Lao,J160723.1+344209,241.84935,34.70305,0.28628,57.0,WISEA J160723.84+344210.9
644,2,5436,Sasmal,J160723.8+344210,241.8493333,34.70302778,0.29,60.0,
645,2,5438,Lao,J160728.0+482535,241.8675,48.42645,0.97221,61.25,WISEA J160728.19+482535.2
645,2,5439,Sasmal,J160728.2+482535,241.8675417,48.42644444,0.97,59.0,
646,2,5459,Lao,J160931.4+614423,242.37729,61.73841,0.41436,31.21,DESI J160930.55+614418.3
646,2,5458,Sasmal,J160930.6+614419,242.37775,61.73875,,32.0,
647,2,5465,Lao,J161039.1+120318,242.6627,12.0551,0.14178,55.64,DESI J161039.05+120318.4
647,2,5464,Sasmal,J161039.0+120318,242.662625,12.05522222,,54.0,
648,2,5468,Lao,J161102.7+041457,242.76203,4.25089,0.31352,40.74,WISEA J161102.88+041503.2
648,2,5469,Sasmal,J161102.8+041503,242.7620417,4.250861111,0.31,40.0,
649,3,5500,Lao,J161610.9+090704,244.04359,9.11541,0.17208,172.95,WISEA J161610.46+090655.4
649,3,6944,Mirabest,,244.04367,9.11538,0.1721,,
649,3,5499,Sasmal,J161610.4+090655,244.0436667,9.115361111,0.17,172.0,
650,2,5503,Lao,J161638.2+422713,244.15761,42.4488,0.13676,169.1,DESI J161637.83+422655.6
650,2,5502,Sasmal,J161637.8+422655,244.157625,42.44880556,,171.0,
651,3,5506,Lao,J161653.6+092635,244.22181,9.44409,0.21353,223.75,DESI J161653.24+092638.7
651,3,6945,Mirabest,,244.22157,9.44325,0.2025,,
651,3,5505,Sasmal,J161653.1+092635,244.2215417,9.44325,0.2,225.0,
652,2,5541,Lao,J162229.1+264702,245.6202,26.78277,0.22061,62.55,WISEA J162228.84+264657.9
652,2,6666,Mirabest,,245.62023,26.7828,0.2206,,
653,2,5566,Lao,J162524.3+445629,246.34947,44.93985,0.39909,71.71,WISEA J162523.87+445623.4
653,2,5564,Sasmal,J162523.8+445623,246.3494583,44.93983333,0.4,66.0,
654,2,5580,Lao,J162757.6+334540,246.99182,33.76316,0.16336,60.02,WISEA J162758.03+334547.3
654,2,6562,Mirabest,,246.99183,33.76314,0.1634,,
655,2,5583,Lao,J162824.4+230108,247.1024,23.01891,0.20793,168.02,WISEA J162824.57+230108.0
655,2,6665,Mirabest,,247.102365,23.01892,0.2079,,
656,2,5602,Lao,J163109.9+053156,247.79277,5.53063,0.15083,81.4,WISEA J163110.26+053150.2
656,2,5603,Sasmal,J163110.2+053150,247.7928333,5.530638889,0.15,44.0,
657,2,5616,Lao,J163351.3+171051,248.46302,17.18174,0.35134,33.08,WISEA J163351.12+171054.2
657,2,5615,Sasmal,J163351.1+171054,248.4629583,17.18180556,0.35,33.0,
658,2,5618,Lao,J163402.9+062629,248.50858,6.44417,0.23123,98.98,DESI J163402.06+062639.0
658,2,5617,Sasmal,J163402.0+062639,248.5085833,6.44425,,101.0,
659,2,5630,Lao,J163516.8+202047,248.82122,20.34684,0.14997,80.63,WISEA J163517.09+202048.6
659,2,5631,Sasmal,J163517.0+202048,248.8211667,20.34680556,0.15,80.0,
660,2,5636,Lao,J163604.5+271839,249.0177,27.30808,0.13427,438.3,WISEA J163604.24+271829.0
660,2,7022,Mirabest,,249.01758,27.30808,0.1343,,
661,3,5670,Lao,J164053.7+324715,250.2246,32.79125,0.13608,64.09,2MASS J16405390+3247284
661,3,6615,Mirabest,,250.2246,32.79124,0.1361,,
661,3,5671,Sasmal,J164053.9+324728,250.2245833,32.79122222,0.14,62.0,
662,2,5674,Lao,J164109.3+100437,250.28689,10.07928,0.34018,207.96,DESI J164108.85+100445.4
662,2,5673,Sasmal,J164108.9+100442,250.287125,10.07841667,,211.0,
663,2,5679,Lao,J164319.4+132111,250.83146,13.35016,0.18323,109.69,WISEA J164319.55+132100.5
663,2,6866,Mirabest,,250.831605,13.35008,0.1832,,
664,2,5680,Lao,J164329.9+140624,250.87538,14.10402,0.17915,56.72,WISEA J164330.09+140614.4
664,2,5681,Sasmal,J164330.0+140614,250.8753333,14.10394444,0.18,56.0,
665,2,5690,Lao,J164522.5+584253,251.34401,58.71484,,58.56,
665,2,5691,Sasmal,J164522.5+584255,251.3437917,58.7155,,62.0,
666,2,5692,Lao,J164527.4+272012,251.36533,27.33497,0.10182,126.87,DESI J164527.68+272005.8
666,2,6707,Mirabest,,251.36532,27.33496,0.1018,,
667,2,5714,Lao,J165008.2+320214,252.53211,32.03582,0.29607,37.85,WISEA J165007.70+320208.9
667,2,5713,Sasmal,J165007.7+320208,252.532125,32.03583333,0.3,43.0,
668,2,5723,Lao,J165204.9+305523,253.02287,30.92168,0.80695,70.79,DESI J165205.49+305518.0
668,2,5724,Sasmal,J165205.3+305517,253.0224167,30.92138889,,92.0,
669,2,5741,Lao,J165519.2+521726,253.82733,52.29107,0.31562,62.13,DESI J165518.56+521727.9
669,2,5740,Sasmal,J165518.4+521723,253.8269583,52.28994444,,63.0,
670,2,5762,Lao,J165748.3+274614,254.44966,27.76921,0.2674,20.47,WISEA J165747.91+274609.1
670,2,5760,Sasmal,J165747.8+274609,254.4495,27.76930556,,18.0,
671,2,5768,Lao,J165937.0+295513,254.90398,29.92137,0.48636,77.23,DESI J165936.96+295516.9
671,2,5767,Sasmal,J165936.9+295517,254.9039167,29.92144444,,77.0,
672,2,5787,Lao,J170304.7+322852,255.76863,32.47996,0.30858,77.29,WISEA J170304.47+322847.8
672,2,6535,Mirabest,,255.76869,32.47985,0.3086,,
673,2,5800,Lao,J170451.9+245235,256.21358,24.87598,0.07718,41.28,DESI J170451.26+245233.5
673,2,5798,Sasmal,J170451.2+245233,256.2135833,24.876,,41.0,
674,2,5805,Lao,J170527.0+510937,256.36006,51.15983,0.53723,342.77,DESI J170526.41+510935.4
674,2,5804,Sasmal,J170526.4+510935,256.3600417,51.15983333,0.53,342.0,
675,2,5814,Lao,J170851.7+472334,257.21464,47.39318,0.92105,4.47,DESI J170851.51+472335.4
675,2,5813,Sasmal,J170851.5+472335,257.2147917,47.39319444,,5.0,
676,2,5841,Lao,J171316.5+634741,258.31669,63.79377,0.08296,113.65,WISEA J171316.00+634737.5
676,2,5840,Sasmal,J171316.0+634737,258.3167083,63.79375,0.08,21.0,
677,2,5860,Lao,J171802.3+420207,259.5093,42.03659,0.41329,20.38,WISEA J171802.23+420211.7
677,2,5859,Sasmal,J171802.2+420211,259.5092917,42.03652778,0.41,17.0,
678,2,5865,Lao,J171936.1+354707,259.90146,35.78507,0.27113,34.13,WISEA J171936.35+354706.2
678,2,5866,Sasmal,J171936.3+354706,259.901625,35.78527222,0.26,33.0,
679,2,5880,Lao,J172352.4+475734,260.96679,47.95978,0.53901,17.0,DESI J172352.03+475735.2
679,2,5879,Sasmal,J172351.9+475732,260.9662917,47.95908333,,14.0,
680,2,5895,Lao,J172755.0+403025,261.97926,40.50704,,11.09,
680,2,5894,Sasmal,J172755.0+403023,261.9793333,40.50652778,,12.0,
681,2,5908,Lao,J173341.7+422912,263.43054,42.48737,0.15052,44.72,DESI J173343.33+422914.5
681,2,5909,Sasmal,J173343.2+422912,263.4302083,42.48669444,,22.0,
682,2,5924,Lao,J203124.7+010718,307.853,1.12183,,28.35,
682,2,5923,Sasmal,J203124.5+010714,307.8525,1.120777778,,26.0,
683,2,5948,Lao,J205845.9+093000,314.69012,9.50266,0.12839,180.84,DESI J205845.63+093009.6
683,2,5947,Sasmal,J205845.6+093009,314.6900833,9.50275,,167.0,
684,2,5972,Lao,J212545.3+005556,321.44311,0.93102,0.13501,645.72,WISEA J212546.34+005551.6
684,2,6539,Mirabest,,321.443145,0.9311,0.135,,
685,2,5974,Lao,J212615.5-071042,321.56697,-7.17955,0.10131,192.19,DESI J212616.07-071046.4
685,2,5975,Sasmal,J212616.0-071046,321.5669583,-7.179555556,0.11,134.0,
686,2,5980,Lao,J212710.4-012713,321.795,-1.45594,0.17618,77.25,WISEA J212710.79-012721.3
686,2,5981,Sasmal,J212710.8-012721,321.795,-1.455888889,0.18,75.0,
687,2,5983,Lao,J212722.7+004303,321.84384,0.71601,0.13592,16.38,WISEA J212722.52+004257.6
687,2,5982,Sasmal,J212722.5+004257,321.8438333,0.7160277778,0.13,11.0,
688,2,5993,Lao,J213153.5-055604,322.97102,-5.932,0.09115,91.68,DESI J213153.04-055555.2
688,2,5992,Sasmal,J213153.0-055555,322.971125,-5.931944444,,39.0,
689,2,5998,Lao,J213726.4-013409,324.35937,-1.57088,0.28968,27.68,DESI J213726.25-013415.2
689,2,5997,Sasmal,J213726.3-013414,324.36,-1.57075,,13.0,
690,2,6002,Lao,J213946.2+100840,324.94277,10.14108,0.22563,73.36,WISEA J213946.26+100827.8
690,2,6001,Sasmal,J213946.2+100827,324.9427083,10.14111111,0.22,87.0,
691,2,6008,Lao,J214204.2+101656,325.51452,10.28942,,230.02,DESI J214203.49+101721.9
691,2,6007,Sasmal,J214203.4+101721,325.5145417,10.28938889,0.07,98.0,
692,2,6022,Lao,J214711.5+121519,326.79743,12.2544,0.46975,23.08,DESI J214711.38+121515.8
692,2,6021,Sasmal,J214711.3+121515,326.797375,12.25438889,,20.0,
693,2,6031,Lao,J215250.3+090813,328.21092,9.13328,0.10881,170.23,WISEA J215250.62+090759.7
693,2,6032,Sasmal,J215250.6+090759,328.2109167,9.13325,0.11,54.0,
694,2,6039,Lao,J215525.5+084643,328.85906,8.78011,0.15014,249.22,WISEA J215526.17+084648.3
694,2,6040,Sasmal,J215526.1+084648,328.8590833,8.780138889,0.15,122.0,
695,2,6043,Lao,J215542.5+123125,328.92492,12.52464,0.19306,530.84,WISEA J215541.98+123128.6
695,2,6042,Sasmal,J215541.9+123128,328.924875,12.52461111,0.19,488.0,
696,2,6047,Lao,J215731.4+003755,329.38104,0.63257,0.39062,244.59,WISEA J215731.45+003757.2
696,2,6336,Mirabest,,329.38104,0.63252,0.3907,,
697,3,6066,Lao,J220205.2-010057,330.52033,-1.01716,0.17734,65.74,WISEA J220204.87-010101.7
697,3,6335,Mirabest,,330.52026,-1.01705,0.1773,,
697,3,6065,Sasmal,J220204.8-010101,330.52025,-1.017055556,0.18,72.0,
698,2,6086,Lao,J221549.5-075741,333.95615,-7.96113,0.21495,20.29,WISEA J221549.47-075740.0
698,2,6085,Sasmal,J221549.4-075739,333.9560833,-7.961083333,0.21,24.0,
699,2,6092,Lao,J221807.4+023033,334.52981,2.50941,0.90236,39.94,DESI J221807.15+023033.9
699,2,6091,Sasmal,J221807.2+023033,334.53,2.509222222,,36.0,
700,2,6103,Lao,J222117.1-074740,335.32006,-7.79514,0.47512,84.04,DESI J222116.81-074742.5
700,2,6102,Sasmal,J222116.8-074742,335.3200417,-7.795166667,,85.0,
701,2,6112,Lao,J222421.7+012637,336.09186,1.44087,0.2932,45.92,WISEA J222422.04+012627.1
701,2,6113,Sasmal,J222421.9+012631,336.0915417,1.442027778,,40.0,
702,2,6130,Lao,J223424.2+055250,338.60336,5.87836,0.16802,122.82,WISEA J223424.80+055242.0
702,2,6131,Sasmal,J223424.7+055242,338.6031667,5.878472222,0.17,75.0,
703,2,6148,Lao,J224812.1+005249,342.05244,0.88133,0.41577,13.73,WISEA J224812.58+005252.8
703,2,6149,Sasmal,J224812.5+005252,342.0524583,0.8813333333,0.41,16.0,
704,2,6156,Lao,J225047.0-014120,342.696,-1.68808,0.10958,112.13,WISEA J225047.04-014117.0
704,2,6155,Sasmal,J225047.0-014117,342.6959167,-1.688111111,0.11,127.0,
705,2,6176,Lao,J230047.9+142611,345.19509,14.4342,0.15429,227.26,WISEA J230046.82+142603.1
705,2,6175,Sasmal,J230046.8+142602,345.195125,14.43411111,0.15,137.0,
706,2,6178,Lao,J230134.9+003719,345.39612,0.62031,0.43132,46.0,WISEA J230135.06+003713.1
706,2,6179,Sasmal,J230135.0+003713,345.3960833,0.6203055556,0.43,47.0,
707,2,6185,Lao,J230428.9-095158,346.12132,-9.86844,0.30476,100.74,WISEA J230429.11-095206.3
707,2,6186,Sasmal,J230429.2-095204,346.1219167,-9.868,,77.0,
708,2,6194,Lao,J230630.8-035747,346.63014,-3.96299,0.67779,105.27,DESI J230631.23-035746.8
708,2,6195,Sasmal,J230631.1-035745,346.629625,-3.962555556,,103.0,
709,2,6200,Lao,J231016.3+144134,347.56659,14.68952,0.36393,81.07,SDSS J231015.98+144122.2
709,2,6199,Sasmal,J231015.9+144122,347.5665833,14.68952778,,43.0,
710,2,6202,Lao,J231022.9-032658,347.5936,-3.44963,0.57371,24.4,WISEA J231022.46-032658.6
710,2,6201,Sasmal,J231022.5-032658,347.59375,-3.449666667,,24.0,
711,2,6223,Lao,J231541.8-002604,348.92538,-0.43538,0.09096,41.5,WISEA J231542.09-002607.3
711,2,6337,Mirabest,,348.92541,-0.43525,0.091,,
712,2,6247,Lao,J232854.4+003854,352.2255,0.64691,0.43405,22.39,WISEA J232854.11+003848.8
712,2,6246,Sasmal,J232854.1+003848,352.2255,0.6468888889,0.43,24.0,
713,2,6252,Lao,J233207.4-074446,353.02875,-7.74532,0.54894,18.29,DESI J233206.90-074443.1
713,2,6251,Sasmal,J233206.8-074444,353.0287083,-7.745805556,,20.0,
714,2,6255,Lao,J233236.2+101637,353.15015,10.27436,0.24985,104.07,WISEA J233236.03+101627.6
714,2,6254,Sasmal,J233236.0+101627,353.150125,10.27438889,0.25,106.0,
715,2,6273,Lao,J233734.0-090016,354.39368,-9.00428,0.44655,96.75,DESI J233734.48-090015.4
715,2,6274,Sasmal,J233734.4-090015,354.393625,-9.004277778,,96.0,
716,2,6292,Lao,J234802.5+115725,357.00837,11.95652,0.43476,385.3,2MASS J23480198+1157251
716,2,6291,Sasmal,J234802.2+115722,357.0092083,11.95636111,0.43,385.0,
717,2,6298,Lao,J235028.8-011656,357.61847,-1.28394,0.1934,51.63,WISEA J235028.43-011702.1
717,2,6297,Sasmal,J235028.4-011702,357.6184583,-1.283888889,0.19,50.0,
