dup_group,group_size,row_index,Catalog,FIRST_ID,RA,Dec,z,Flux_FIRST_1400MHz,Host_name
145,2,674,Mirabest,J144020.8+112507,220.0866,11.41864,0.3109,4.9,
146,2,4865,Lao,J144642.1+035612,221.67571,3.93523,0.26907,53.18,WISEA J144642.17+035606.8
146,2,680,Mirabest,J144642.2+035607,221.675715,3.93529,0.2691,1.3,
147,2,4884,Lao,J144926.2+065047,222.36106,6.84359,0.14005,79.35,WISEA J144926.65+065036.9
147,2,683,Mirabest,J144926.7+065037,222.361095,6.84352,0.14,12.8,
148,3,4888,Lao,J145001.4+144749,222.50626,14.79661,0.29955,87.6,WISEA J145001.50+144747.7
148,3,686,Mirabest,J145001.5+144748,222.50625,14.79665,0.2995,1.1,
148,3,4889,Sasmal,J145001.5+144747,222.50625,14.79658333,0.3,90.0,
149,3,4909,Lao,J145216.3+502238,223.06445,50.37363,0.0943,148.03,WISEA J145215.46+502225.0
149,3,689,Mirabest,J145215.5+502225,223.06443,50.37363,0.0943,19.5,
149,3,4908,Sasmal,J145215.4+502224,223.0641667,50.37361111,0.09,150.0,
150,3,4954,Lao,J145723.0+023254,224.34442,2.54906,0.15184,79.74,WISEA J145722.65+023256.6
150,3,700,Mirabest,J145722.7+023256,224.34441,2.54901,0.1518,17.4,
150,3,4953,Sasmal,J145722.6+023256,224.3444167,2.549,0.15,78.0,
151,2,4995,Lao,J150228.0+524405,225.62106,52.73396,0.13307,204.69,WISEA J150229.05+524402.2
151,2,709,Mirabest,J150229.1+524402,225.621045,52.73391,0.1331,45.7,
152,2,4996,Lao,J150230.1+230805,225.62594,23.13364,0.18024,61.22,WISEA J150230.22+230801.1
152,2,710,Mirabest,J150230.2+230801,225.62601,23.13359,0.1802,7.1,
153,2,5023,Lao,J150539.4+470612,226.40854,47.10478,0.26646,65.68,WISEA J150538.04+470617.2
153,2,717,Mirabest,J150538.1+470617,226.40856,47.10485,0.2665,5.1,
154,3,5047,Lao,J150956.7+332701,227.48906,33.45417,0.11723,163.26,WISEA J150957.37+332715.0
154,3,724,Mirabest,J150957.4+332715,227.48907,33.45417,0.1172,9.0,
154,3,5048,Sasmal,J150957.3+332715,227.4890417,33.45416667,0.12,59.0,
155,3,5080,Lao,J151448.3+101648,228.7057,10.28428,0.05724,473.04,WISEA J151449.36+101703.3
155,3,733,Mirabest,J151449.4+101703,228.70566,10.28423,0.0572,51.6,
155,3,5081,Sasmal,J151449.3+101703,228.7056667,10.28422222,0.06,192.0,
156,2,5124,Lao,J152127.7+483956,230.36259,48.66206,0.07416,75.66,WISEA J152127.02+483943.4
156,2,745,Mirabest,J152127.0+483943,230.362485,48.66205,0.07416,12.6,
157,2,5158,Lao,J152642.0+005331,231.67517,0.89143,0.11607,236.44,WISEA J152642.04+005329.1
157,2,753,Mirabest,J152642.1+005329,231.67521,0.89136,0.116,86.0,
158,2,5159,Lao,J152649.2+372036,231.704,37.34281,0.39671,50.38,WISEA J152648.96+372034.1
158,2,754,Mirabest,J152649.0+372034,231.70398,37.34276,0.3967,6.2,
159,2,5173,Lao,J152945.3+304229,232.44006,30.70993,0.11381,101.09,DESI J152945.61+304235.6
159,2,756,Mirabest,J152945.6+304236,232.440015,30.7099,0.1138,30.0,
160,2,5187,Lao,J153200.9+405359,233.00394,40.89512,0.27736,117.27,DESI J153200.94+405342.4
160,2,759,Mirabest,J153200.9+405342,233.003925,40.8951,0.2721,16.9,
161,2,5234,Lao,J153813.2+075716,234.55663,7.95386,0.35659,62.29,WISEA J153813.59+075713.9
161,2,766,Mirabest,J153813.6+075714,234.55662,7.95388,0.3566,19.0,
162,2,5254,Lao,J154042.4+422137,235.17664,42.36004,0.14215,62.89,WISEA J154042.39+422136.1
162,2,771,Mirabest,J154042.4+422136,235.176675,42.36008,0.1422,13.9,
163,2,5278,Lao,J154429.8+295352,236.12719,29.90018,0.35164,79.44,WISEA J154430.52+295400.6
163,2,774,Mirabest,J154430.5+295401,236.127195,29.90037,0.3516,1.5,
164,2,5298,Lao,J154729.0+145655,236.87328,14.94915,0.08501,212.64,WISEA J154729.58+145656.9
164,2,776,Mirabest,J154729.6+145657,236.87331,14.94916,0.085,9.6,
165,3,5309,Lao,J154848.5+361045,237.20556,36.17637,0.23339,107.6,WISEA J154849.33+361034.9
165,3,777,Mirabest,J154849.3+361035,237.20562,36.17649,0.2334,29.7,
165,3,5310,Sasmal,J154849.3+361035,237.205625,36.1765,0.23,120.0,
166,2,5312,Lao,J154858.1+085432,237.24793,8.90991,0.06827,382.56,WISEA J154859.50+085435.6
166,2,778,Mirabest,J154859.5+085436,237.24795,8.90991,0.0683,40.7,
167,2,5323,Lao,J155009.5+080844,237.54005,8.14409,0.23199,84.3,WISEA J155009.61+080838.7
167,2,780,Mirabest,J155009.6+080839,237.539955,8.14411,0.232,4.7,
168,3,5328,Lao,J155034.9+120038,237.64517,12.01136,0.30399,53.2,WISEA J155034.84+120040.8
168,3,781,Mirabest,J155034.8+120041,237.645165,12.01135,0.304,25.0,
168,3,5327,Sasmal,J155034.8+120040,237.6451667,12.01133333,0.3,57.0,
169,2,786,Lao,J010329.5+004104,15.8732,0.68449,,115.14,
169,2,787,Sasmal,J010329.6+004101,15.87354167,0.6838333333,,155.0,
170,3,5351,Lao,J155346.4+153016,238.43974,15.50377,0.13093,140.81,WISEA J155345.53+153013.5
170,3,791,Mirabest,J155345.5+153014,238.439715,15.50378,0.1309,12.6,
170,3,5350,Sasmal,J155345.5+153013,238.4397083,15.50377778,0.13,141.0,
171,2,5377,Lao,J155750.2+534336,239.45941,53.72619,0.31207,212.24,WISEA J155750.25+534334.2
171,2,797,Mirabest,J155750.3+534334,239.4594,53.72615,0.3121,12.4,
172,2,5419,Lao,J160400.3+234008,241.00338,23.66565,0.33467,48.72,WISEA J160400.81+233956.3
172,2,806,Mirabest,J160400.8+233956,241.003365,23.66566,0.3347,1.8,
173,2,5446,Lao,J160804.8+430951,242.01888,43.16345,0.08492,76.94,DESI J242.0188+43.1634
173,2,810,Mirabest,J160804.5+430948,242.018865,43.16347,0.0849,28.3,
174,2,5448,Lao,J160821.7+282841,242.0881,28.47868,0.05018,225.47,SDSS J160821.14+282843.2
174,2,812,Mirabest,J160821.1+282843,242.088105,28.47868,0.0502,78.2,
175,2,5471,Lao,J161139.0+153240,242.91176,15.54865,0.34587,51.35,WISEA J161138.82+153255.1
175,2,816,Mirabest,J161138.8+153255,242.91183,15.54861,0.3459,3.4,
176,2,5475,Lao,J161247.5+052007,243.19774,5.33301,0.14692,94.11,WISEA J161247.45+051958.0
176,2,818,Mirabest,J161247.5+051959,243.19773,5.33301,0.1469,16.9,
177,2,5495,Lao,J161544.0+471128,243.92174,47.18663,0.19862,580.04,DESI J161541.22+471111.8
177,2,824,Mirabest,J161541.2+471112,243.921735,47.18661,0.1986,98.1,
178,2,5514,Lao,J161803.9+121130,244.51492,12.1924,0.39339,82.84,WISEA J161803.58+121132.6
178,2,825,Mirabest,J161803.6+121133,244.514895,12.19239,0.3934,4.2,
179,2,5595,Lao,J163017.2+143508,247.56906,14.58643,0.27895,491.24,DESI J163016.56+143511.1
179,2,837,Mirabest,J163016.6+143511,247.569015,14.58639,0.279,41.1,
180,2,5629,Lao,J163516.3+431004,248.81294,43.1678,0.22576,45.52,WISEA J163515.10+431004.0
180,2,843,Mirabest,J163515.1+431004,248.81295,43.16777,0.2258,15.4,
181,2,5645,Lao,J163822.3+325120,249.59383,32.85327,0.1589,89.18,SDSS J163822.51+325111.7
181,2,846,Mirabest,J163822.5+325112,249.593835,32.85327,0.1589,7.8,
182,2,5833,Lao,J171138.1+580324,257.90824,58.05838,0.15595,63.14,DESI J171137.98+580330.2
182,2,858,Mirabest,J171138.0+580330,257.9082,58.05838,0.1466,7.6,
183,2,5836,Lao,J171227.3+640222,258.0965,64.03256,0.07981,330.13,VII Zw 694
183,2,859,Mirabest,J171223.2+640157,258.096555,64.03252,0.0798,14.3,
184,3,5899,Lao,J172920.4+541518,262.33826,54.25728,0.08386,161.25,WISEA J172921.18+541526.1
184,3,865,Mirabest,J172921.2+541526,262.338285,54.25722,0.0839,16.4,
184,3,5900,Sasmal,J172921.1+541526,262.3382917,54.25725,0.08,64.0,
185,2,872,Lao,J011140.8+114131,17.91726,11.69275,0.2471,27.47,DESI J011140.14+114133.9
185,2,871,Sasmal,J011140.1+114134,17.91720833,11.69280556,,13.0,
186,2,5964,Lao,J211447.6-075036,318.69815,-7.8446,0.21453,68.84,WISEA J211447.55-075040.5
186,2,900,Mirabest,J211447.6-075040,318.698205,-7.84454,0.2145,3.8,
187,3,6025,Lao,J214801.5-082519,327.00539,-8.42429,0.1346,90.57,WISEA J214801.28-082528.4
187,3,906,Mirabest,J214801.3-082528,327.00534,-8.42431,0.1346,8.9,
187,3,6024,Sasmal,J214801.2-082527,327.0053333,-8.424305556,0.13,92.0,
188,2,6095,Lao,J221842.2-092123,334.67829,-9.36075,0.18635,151.97,WISEA J221842.78-092138.6
188,2,911,Mirabest,J221842.8-092139,334.67832,-9.36079,0.1864,6.0,
189,2,6125,Lao,J223113.5-092625,337.80499,-9.44203,0.25206,53.29,WISEA J223113.19-092631.2
189,2,917,Mirabest,J223113.2-092632,337.805055,-9.44214,0.2521,16.2,
190,2,6158,Lao,J225122.7+003511,342.84398,0.58677,0.15152,67.33,WISEA J225122.55+003512.3
190,2,924,Mirabest,J225122.6+003512,342.84396,0.58671,0.1515,6.8,
191,2,6168,Lao,J225721.1-010837,344.3381,-1.1381,0.18102,85.77,WISEA J225721.14-010817.1
191,2,926,Mirabest,J225721.1-010818,344.337915,-1.1382,0.181,7.7,
192,2,933,Lao,J013325.0-082357,23.36354,-8.40461,0.14906,224.1,2MASX J01332723-0824160
192,2,6444,Mirabest,,23.363529,-8.40458,0.1488,,
193,2,6275,Lao,J233746.0-004151,354.4407,-0.70308,0.28721,61.83,WISEA J233745.76-004211.0
193,2,936,Mirabest,J233745.8-004211,354.4407,-0.70307,0.2872,7.5,
194,2,1009,Lao,J015830.1-021537,29.62561,-2.25855,0.44125,22.05,WISEA J015830.14-021530.7
194,2,1008,Sasmal,J015830.1-021530,29.62566667,-2.258444444,0.44,23.0,
195,2,1062,Lao,J022332.5-085741,35.88655,-8.96078,0.41446,87.53,WISEA J022332.77-085738.7
195,2,6358,Mirabest,,35.886533,-8.96087,0.4145,,
196,2,1064,Lao,J022428.4+065929,36.11845,6.98982,1.31018,777.32,DESI J022428.43+065923.3
196,2,1065,Sasmal,J022428.6+065923,36.11933333,6.989777778,,776.0,
197,2,1072,Lao,J022902.1+042859,37.25866,4.4842,0.19545,144.76,WISEA J022902.07+042903.1
197,2,1071,Sasmal,J022902.0+042903,37.25870833,4.48425,0.19,34.0,
198,2,1077,Lao,J023117.4+053107,37.82091,5.51942,0.294,74.92,DESI J023117.02+053109.9
198,2,1076,Sasmal,J023117.0+053109,37.82091667,5.519361111,,31.0,
199,2,1091,Lao,J024204.6-054411,40.52055,-5.73807,0.13641,62.59,WISEA J024204.93-054417.0
199,2,1092,Sasmal,J024204.9-054416,40.52045833,-5.738055556,0.14,65.0,
200,2,1107,Lao,J024808.6-011338,42.03575,-1.22907,0.27558,24.51,WISEA J024808.57-011344.6
200,2,1106,Sasmal,J024808.5-011344,42.03570833,-1.228944444,0.28,23.0,
201,2,1124,Lao,J025619.6-054250,44.08352,-5.71374,0.70206,98.94,DESI J025620.04-054249.5
201,2,1125,Sasmal,J025620.0-054249,44.08341667,-5.71375,,38.0,
202,2,1142,Lao,J030849.9-060731,47.20955,-6.1269,0.18896,87.01,DESI J030850.29-060736.8
202,2,1143,Sasmal,J030850.2-060737,47.20954167,-6.127,,88.0,
203,2,1153,Lao,J031742.0-081634,49.42491,-8.27681,0.47344,73.68,DESI J031741.98-081636.5
203,2,1152,Sasmal,J031741.9-081639,49.424875,-8.277722222,,73.0,
204,2,1155,Lao,J031800.7-081022,49.50222,-8.1715,0.48697,8.4,SDSS J031800.53-081017.4
204,2,1154,Sasmal,J031800.4-081020,49.50179167,-8.172361111,,24.0,
205,2,1166,Lao,J033131.3-072958,52.88055,-7.49967,,56.9,
205,2,1167,Sasmal,J033131.4-073001,52.88116667,-7.5005,,56.0,
206,2,1169,Lao,J033236.2+002454,53.14997,0.41638,0.41914,14.53,DESI J033235.99+002459.0
206,2,1170,Sasmal,J033236.2+002457,53.15104167,0.4158888889,,15.0,
207,2,1172,Lao,J033400.4+010219,53.50269,1.03784,0.37642,6.35,WISEA J033400.64+010216.2
207,2,1173,Sasmal,J033400.6+010215,53.50266667,1.03775,0.38,6.0,
208,2,1177,Lao,J033434.4-010957,53.64208,-1.16434,0.13895,89.4,WISEA J033434.09-010951.6
208,2,1176,Sasmal,J033434.0-010952,53.64204167,-1.164527778,0.14,87.0,
209,2,1180,Lao,J033506.1+042013,53.7741,4.33799,,32.65,DESI J033505.78+042016.8
209,2,1179,Sasmal,J033505.7+042017,53.77383333,4.338083333,,33.0,
210,2,1181,Lao,J033548.1-071913,53.95066,-7.32039,,86.87,
210,2,1182,Sasmal,J033548.2-071912,53.95095833,-7.320138889,,84.0,
211,2,1186,Lao,J034031.5-011141,55.13144,-1.19459,1.08679,4.36,DESI J034031.55-011140.5
211,2,1185,Sasmal,J034031.4-011140,55.131125,-1.194611111,,6.0,
212,2,1210,Lao,J070335.6+514712,105.90074,51.78857,0.50301,64.25,DESI J070336.18+514718.9
212,2,1211,Sasmal,J070336.3+514717,105.9015,51.78808333,,64.0,
213,2,1225,Lao,J070906.3+433135,107.27662,43.5265,,12.03,
213,2,1226,Sasmal,J070906.5+433135,107.2772083,43.5265,,14.0,
214,2,1254,Lao,J071727.3+440504,109.36107,44.08398,0.0652,226.27,2MASX J07172666+4405020
214,2,1253,Sasmal,J071726.6+440502,109.3610833,44.08397222,,223.0,
215,2,1257,Lao,J071826.4+482033,109.60753,48.33882,0.41637,94.19,DESI J071825.81+482019.8
215,2,1256,Sasmal,J071825.5+482020,109.6063333,48.33905556,,95.0,
216,2,1263,Lao,J071936.6+551940,109.90248,55.32785,,64.45,
216,2,1264,Sasmal,J071936.6+551942,109.9026667,55.32855556,,62.0,
217,2,1291,Lao,J072649.8+310204,111.70825,31.0345,0.16719,145.83,DESI J072649.98+310204.2
217,2,1292,Sasmal,J072649.9+310204,111.7081667,31.03444444,,143.0,
218,2,1308,Lao,J072929.8+594948,112.37673,59.83111,0.27452,54.27,DESI J072930.41+594952.0
218,2,1309,Sasmal,J072930.3+594951,112.376625,59.83111111,,54.0,
219,2,1324,Lao,J073201.8+420835,113.00552,42.14163,0.28625,31.59,SDSS J073201.32+420829.8
219,2,1323,Sasmal,J073201.3+420829,113.0055,42.14163889,0.29,16.0,
220,2,1325,Lao,J073209.2+435817,113.03441,43.97146,0.36358,60.3,DESI J073208.32+435817.3
220,2,6769,Mirabest,,113.034683,43.9715,0.3636,,
221,2,1327,Lao,J073220.2+615007,113.08147,61.83442,0.16893,100.79,DESI J073219.55+615003.9
221,2,1326,Sasmal,J073219.5+615003,113.081375,61.83441667,,102.0,
222,2,1340,Lao,J073406.0+293312,113.52532,29.55355,,105.63,
222,2,1341,Sasmal,J073406.2+293316,113.525875,29.55458333,,106.0,
223,2,1350,Lao,J073617.0+185701,114.07133,18.95283,,467.79,DESI J073617.12+185710.2
223,2,1351,Sasmal,J073617.1+185710,114.0713333,18.95283333,,139.0,
224,3,1363,Lao,J073848.3+415925,114.7065,41.98546,0.17945,103.33,WISEA J073849.56+415907.6
224,3,6726,Mirabest,,114.706307,41.98543,0.1795,,
224,3,1365,Sasmal,J073849.5+415907,114.7062917,41.98541667,0.18,104.0,
225,2,1378,Lao,J074101.4+262035,115.25618,26.34313,,10.34,
225,2,1377,Sasmal,J074101.2+262036,115.255,26.3435,,10.0,
226,2,1399,Lao,J074459.8+165859,116.24758,16.98314,0.30149,43.28,DESI J074459.42+165859.3
226,2,1398,Sasmal,J074459.3+165859,116.247125,16.98325,,41.0,
227,2,1411,Lao,J074830.3+484953,117.12561,48.83199,0.60717,11.01,WISEA J074830.14+484955.1
227,2,1412,Sasmal,J074830.5+484955,117.1271667,48.83197222,,12.0,
228,2,1415,Lao,J074845.3+232445,117.18795,23.4127,0.1901,514.01,WISEA J074845.10+232445.7
228,2,1414,Sasmal,J074845.0+232445,117.187875,23.41269444,0.19,515.0,
229,2,1424,Lao,J075018.5+584137,117.57628,58.69341,0.2336,45.54,DESI J075018.31+584136.3
229,2,1423,Sasmal,J075018.3+584136,117.57625,58.69341667,,46.0,
230,2,1428,Lao,J075050.3+174143,117.7072,17.69436,0.18226,78.75,WISEA J075049.72+174139.6
230,2,1427,Sasmal,J075049.8+174141,117.7075,17.69497222,,79.0,
231,2,1433,Lao,J075221.4+333342,118.09102,33.56363,0.1403,78.96,WISEA J075221.84+333349.0
231,2,6455,Mirabest,,118.09098,33.56359,0.1403,,
232,2,1436,Lao,J075228.6+375058,118.11899,37.84823,1.20739,380.26,[HB89] 0749+379
232,2,1435,Sasmal,J075228.2+375056,118.1177083,37.84908333,,380.0,
233,2,1450,Lao,J075442.7+395137,118.67772,39.86077,0.28909,35.94,WISEA J075442.65+395138.7
233,2,1449,Sasmal,J075442.6+395139,118.677875,39.86086111,0.29,37.0,
234,2,1453,Lao,J075511.7+190946,118.79703,19.1603,0.31434,28.58,2MASS J07551128+1909370
234,2,1452,Sasmal,J075511.2+190936,118.7970417,19.16025,0.31,35.0,
235,2,1463,Lao,J075643.0+603042,119.17928,60.51178,,54.89,
235,2,1462,Sasmal,J075642.4+603040,119.1767917,60.51116667,,13.0,
236,2,1471,Lao,J075737.8+582442,119.40955,58.41041,0.19593,18.63,DESI J075738.29+582437.5
236,2,1472,Sasmal,J075738.2+582437,119.4095833,58.41041667,,19.0,
237,2,1488,Lao,J080107.9+435032,120.28292,43.84182,0.25535,80.53,2MASX J08010789+4350305
237,2,6347,Mirabest,,120.282921,43.84182,0.2553,,
238,2,1493,Lao,J080223.6+390416,120.59565,39.07309,0.36432,71.79,WISEA J080222.95+390423.1
238,2,1492,Sasmal,J080222.9+390421,120.595625,39.07258333,,30.0,
239,2,1497,Lao,J080336.7+105043,120.90703,10.84524,0.14234,132.63,WISEA J080337.68+105042.8
239,2,6917,Mirabest,,120.906998,10.84514,0.1423,,
240,2,1524,Lao,J080926.4+093405,122.35901,9.56778,0.23233,16.9,WISEA J080926.16+093404.0
240,2,1523,Sasmal,J080926.1+093403,122.35875,9.567722222,0.23,16.0,
241,2,1536,Lao,J081140.7+102920,122.92035,10.4909,0.28524,82.73,DESI J081140.88+102927.2
241,2,1537,Sasmal,J081140.8+102927,122.9203333,10.49091667,,81.0,
242,2,1543,Lao,J081303.4+132617,123.26379,13.43536,0.18804,76.06,WISEA J081303.31+132607.3
242,2,6889,Mirabest,,123.263787,13.4352,0.188,,
243,2,1549,Lao,J081403.1+430010,123.51316,43.00292,,81.07,
243,2,1550,Sasmal,J081403.3+430012,123.5139167,43.00358333,,64.0,
244,2,6456,Mirabest,,123.801429,38.6793,0.1253,,
244,2,1557,Sasmal,J081512.3+384045,123.8014167,38.67927778,0.13,500.0,
245,2,1576,Lao,J081659.7+571636,124.24707,57.27457,0.19983,141.65,WISEA J081659.29+571628.4
245,2,1575,Sasmal,J081659.3+571628,124.2472083,57.27466667,0.2,143.0,
246,3,1590,Lao,J081801.2+495605,124.5031,49.93666,0.28021,120.93,WISEA J081800.74+495611.9
246,3,6351,Mirabest,,124.503097,49.93665,0.2802,,
246,3,1589,Sasmal,J081800.7+495611,124.5030417,49.93661111,0.28,125.0,
247,2,1594,Lao,J081811.3+233212,124.54437,23.53637,0.24449,54.58,WISEA J081810.64+233210.9
247,2,6669,Mirabest,,124.544274,23.53637,0.2445,,
248,2,1596,Lao,J081822.4+385838,124.59363,38.97746,,52.53,
248,2,1595,Sasmal,J081822.1+385840,124.5923333,38.97788889,,52.0,
249,2,1609,Lao,J081939.6+574603,124.91433,57.76884,0.3237,31.59,SDSS J081939.43+574607.8
249,2,1608,Sasmal,J081939.2+574606,124.9135417,57.7685,,32.0,
250,2,1617,Lao,J082032.7+303449,125.13479,30.5805,0.3629,446.76,SDSS J082032.34+303449.8
250,2,1616,Sasmal,J082032.5+303449,125.1354583,30.5805,,446.0,
251,2,1625,Lao,J082121.1+251908,125.3386,25.31753,0.26757,146.42,DESI J082121.27+251903.1
251,2,6671,Mirabest,,125.338623,25.31751,0.2676,,
252,2,1640,Lao,J082258.3+143547,125.74293,14.59653,,7.52,
252,2,1641,Sasmal,J082258.4+143547,125.7435,14.59652778,,7.0,
253,2,1648,Lao,J082443.0+520027,126.18603,52.00928,0.30419,54.85,WISEA J082444.64+520033.4
253,2,1649,Sasmal,J082444.6+520033,126.1861667,52.00938889,0.3,54.0,
254,2,1663,Lao,J082708.6+092303,126.78641,9.38434,0.37214,110.51,WISEA J082708.73+092303.6
254,2,6949,Mirabest,,126.786361,9.3843,0.3721,,
255,2,1665,Lao,J082713.1+381954,126.80315,38.33344,0.34336,143.75,2MASX J08271270+3820008
255,2,1664,Sasmal,J082712.9+382002,126.8037917,38.33397222,,152.0,
256,2,1670,Lao,J082730.0+081625,126.87503,8.27381,,20.16,
256,2,1671,Sasmal,J082730.0+081626,126.875125,8.273916667,,21.0,
257,2,1689,Lao,J082910.7+632240,127.29403,63.37458,0.18707,36.35,DESI J082910.57+632228.5
257,2,1688,Sasmal,J082910.5+632228,127.2939583,63.37458333,,36.0,
258,2,1704,Lao,J083050.5+215606,127.70914,21.93249,0.80609,16.21,DESI J083050.19+215557.0
258,2,1703,Sasmal,J083050.2+215557,127.7094583,21.93272222,,17.0,
259,2,1724,Lao,J083310.5+494004,128.29237,49.66815,0.05263,42.05,SDSS J083310.16+494005.3
259,2,1723,Sasmal,J083310.1+494005,128.292375,49.66813889,0.05,43.0,
260,2,1727,Lao,J083345.2+102808,128.43933,10.4648,0.29031,94.19,WISEA J083345.44+102753.2
260,2,1728,Sasmal,J083345.4+102753,128.439375,10.46475,0.29,42.0,
261,2,1733,Lao,J083409.5+001956,128.54011,0.33026,0.4468,29.32,DESI J083409.63+001948.9
261,2,1732,Sasmal,J083409.5+001948,128.5399167,0.3301666667,,28.0,
262,2,1771,Lao,J083913.6+060940,129.80804,6.16252,0.40883,28.26,WISEA J083913.93+060945.0
262,2,1772,Sasmal,J083913.9+060944,129.8080833,6.162472222,0.41,26.0,
263,2,1783,Lao,J084101.9+525852,130.25915,52.98161,0.52539,27.99,WISEA J084102.19+525853.8
263,2,1784,Sasmal,J084102.1+525854,130.259,52.98169444,0.52,27.0,
264,2,1788,Lao,J084131.8-020300,130.38335,-2.05548,0.21661,69.3,DESI J084132.00-020319.7
264,2,1789,Sasmal,J084131.9-020319,130.3833333,-2.055472222,,35.0,
265,2,1796,Lao,J084158.8+123519,130.49428,12.58675,0.30656,12.72,WISEA J084158.62+123512.3
265,2,1795,Sasmal,J084158.6+123512,130.4942917,12.58677778,0.31,15.0,
266,2,1816,Lao,J084433.8+260613,131.13921,26.10423,0.10836,145.31,WISEA J084433.41+260615.2
266,2,1815,Sasmal,J084433.3+260615,131.1391667,26.10419444,0.11,100.0,
267,3,1818,Lao,J084445.2+212924,131.1894,21.49242,0.27201,122.0,SDSS J084445.45+212932.6
267,3,6893,Mirabest,,131.189408,21.49241,0.272,,
267,3,1819,Sasmal,J084445.3+212930,131.188875,21.49186111,,120.0,
268,2,1841,Lao,J084654.6-013145,131.73004,-1.52905,0.44808,28.78,GAMAJ084655.21-013144.5
268,2,1842,Sasmal,J084655.0-013142,131.729375,-1.528527778,,28.0,
269,2,1878,Lao,J085053.4+475355,132.72255,47.89771,0.18448,68.02,WISEA J085053.41+475351.7
269,2,6459,Mirabest,,132.72258,47.89767,0.1845,,
270,2,1879,Lao,J085053.5+134921,132.72262,13.81625,0.1923,136.45,WISEA J085053.42+134858.5
270,2,1880,Sasmal,J085053.7+134900,132.7238333,13.81675,,137.0,
271,2,1883,Lao,J085110.1+161541,132.79312,16.25854,0.65759,20.65,WISEA J085110.34+161530.7
271,2,1884,Sasmal,J085110.3+161530,132.7930833,16.2585,0.66,27.0,
272,2,1888,Lao,J085116.8+082726,132.81766,8.45659,0.06354,166.01,WISEA J085116.23+082723.7
272,2,6738,Mirabest,,132.817672,8.45644,0.0635,,
273,2,1891,Lao,J085159.0+622801,132.99625,62.46602,0.05246,281.91,DESI J085159.10+622757.7
273,2,1890,Sasmal,J085159.0+622757,132.9962083,62.46597222,0.92,281.0,
274,2,1894,Lao,J085207.9+245049,133.03761,24.84652,0.25855,59.77,WISEA J085209.02+245047.4
274,2,6777,Mirabest,,133.037598,24.84644,0.2585,,
275,2,1896,Lao,J085216.3+563915,133.06563,56.65422,0.414,23.16,DESI J085215.75+563915.2
275,2,1895,Sasmal,J085215.7+563915,133.0656667,56.65422222,0.4,22.0,
276,2,1916,Lao,J085534.8+345431,133.89463,34.90863,0.21147,67.08,DESI J085534.71+345431.1
276,2,1915,Sasmal,J085534.7+345430,133.894625,34.90858333,,66.0,
277,2,1922,Lao,J085618.6+495111,134.07791,49.8517,0.62495,36.37,WISEA J085618.69+495106.1
277,2,1923,Sasmal,J085618.7+495106,134.0779583,49.85177778,0.62,37.0,
278,3,1936,Lao,J085756.6+170433,134.4876,17.07988,0.32276,105.72,WISEA J085757.02+170447.5
278,3,6920,Mirabest,,134.487762,17.07981,0.3228,,
278,3,1937,Sasmal,J085757.0+170447,134.48775,17.07980556,0.33,63.0,
279,2,1950,Lao,J085840.4+162008,134.6659,16.33546,0.45129,19.35,DESI J085839.82+162007.7
279,2,1948,Sasmal,J085839.9+162008,134.66625,16.33577778,,30.0,
280,2,1951,Lao,J085844.5+170957,134.68785,17.16741,0.33025,67.84,WISEA J085845.08+171002.6
280,2,1952,Sasmal,J085845.1+171003,134.6879583,17.16752778,0.33,66.0,
281,2,1965,Lao,J085950.6+320754,134.9622,32.13018,0.26899,50.29,WISEA J085950.92+320748.6
281,2,6589,Mirabest,,134.96222,32.13011,0.269,,
282,2,1973,Lao,J090031.3+161431,135.13321,16.24041,0.06975,113.2,DESI J090031.97+161425.5
282,2,1976,Sasmal,J090031.9+161425,135.1332083,16.24044444,,48.0,
283,3,1978,Lao,J090051.1+505626,135.21909,50.9396,0.20168,220.87,WISEA J090052.58+505622.5
283,3,6388,Mirabest,,135.21907,50.93962,0.2017,,
283,3,1979,Sasmal,J090052.5+505622,135.2190417,50.93961111,0.2,224.0,
284,2,1985,Lao,J090124.2+025859,135.35756,2.99133,0.19324,281.82,WISEA J090125.81+025928.7
284,2,1986,Sasmal,J090125.8+025928,135.3575417,2.991333333,0.19,281.0,
285,2,2001,Lao,J090230.6+350514,135.62621,35.08638,0.08475,15.26,DESI J090230.29+350511.0
285,2,2000,Sasmal,J090230.3+350511,135.62625,35.08638889,,15.0,
286,2,2009,Lao,J090304.5+450945,135.77244,45.16657,0.21096,128.66,WISEA J090305.38+450959.6
286,2,2010,Sasmal,J090305.3+450959,135.7724167,45.16658333,0.21,130.0,
287,2,2011,Lao,J090311.1+540353,135.79645,54.06434,0.08313,80.03,WISEA J090311.14+540351.6
287,2,6355,Mirabest,,135.796432,54.06435,0.0831,,
288,2,2037,Lao,J090704.3+023437,136.76788,2.5775,0.85012,41.7,DESI J090704.29+023439.0
288,2,2036,Sasmal,J090704.2+023438,136.767625,2.57725,,40.0,
289,2,2053,Lao,J090847.4+343737,137.19653,34.62773,0.36302,14.44,SDSS J090847.16+343739.8
289,2,2052,Sasmal,J090847.1+343739,137.1965417,34.62772222,0.36,16.0,
290,2,2066,Lao,J091041.8+384123,137.67612,38.69019,0.53355,83.4,DESI J091042.27+384124.7
290,2,2067,Sasmal,J091042.2+384125,137.6759583,38.69044444,,85.0,
