widx,Catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
3591,Lao,J121719.9+525350,184.33312,52.89738,,False,False,False,True,False,False,False,False,False,,,0.69,,,,,,,,,,,,30.59,,18.13,,,,23,144.3,13.7,,,,,,,,,,,,,,,,,,,,,,,,
3592,Lao,J121721.8+152746,184.34024,15.46292,0.44977,False,False,False,True,False,False,False,False,False,25.29,,0.73,,,,,WISEA J121721.65+152746.5,,,,,,s,27.27,,15.68,,,214,36,164.7,34.9,1.85,,,,,,,,,,,,,,,,,,,,,,,
3593,Lao,J121723.2+603506,184.34701,60.58525,,False,False,True,True,False,False,False,False,False,,,0.73,,,,,,c,,,,,,19.82,,11.33,,,,21,163.2,25.1,,,,,,,,,,,,,,,,,,,,,,,,
3594,Lao,J121729.0+033635,184.38098,3.61569,0.07725,False,False,True,True,False,False,False,False,False,25.33,,1.42,,,,,DESI J121731.43+033656.4,f,,,,,s,1299.34,,439.05,,,163,108,108.8,167.3,,,,,,,,,,,,,,,SDSS +184.4+03.6+0.08,0.0809,p,353,0,0,,,,
3595,Lao,J121730.1+004540,184.37579,0.76184,0.67587,False,False,True,True,False,False,False,False,False,25.71,,0.8,,,,,WISEA J121730.18+004542.6,,,,,,s,26.63,,14.48,,,225,31,155.6,16.3,1.96,,,,,,,,,,,,,,WH21 J121730.2+004542,0.6758,s,2512,0,0,0.623,31.25,1.41,14
3596,Lao,J121730.7+002401,184.3775,0.39916,0.3741,False,False,True,True,False,False,False,False,False,25.18,,0.55,,,,,SDSS J121730.60+002356.9,a,,,,,s,34.2,,22.5,,,223,42,134.5,30.5,1.8,,,,,,,,,,,,,,WHL J121731.5+002350,0.3782,s,1526,15,81,0.72,35.8,1.61,35
3597,Sasmal,J121731.3+033656,184.380833333333,3.61583333333333,0.08,False,False,False,False,True,False,False,False,False,23.532423436013,,,,,,,,,,4,SDSS,,s,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,Lao,J121736.8+195300,184.40326,19.88224,0.39769,False,True,False,True,False,False,False,False,False,25.06,8.37,0.77,,,,,WISEA J121736.78+195256.0,,,,,,s,21.05,,11.67,,,105,19,139.4,16.6,1.8,-22.85,,,,,,,,,,,,,AMF J121741.8+195155,0.5424,s,2092,94,618,0.845,63.44,2.81,23
3599,Sasmal,J121740.1+034002,184.417458333333,3.66725,,False,False,True,False,True,False,False,False,False,,,,,,,,,,c,,EE,,,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,Lao,J121743.5+113702,184.43132,11.61732,,False,False,True,True,False,False,False,False,False,,,1.08,,,,,,c,,,,,,67.07,,29.54,,,,37,146.5,25,,,,,,,,,,,,,,,,,,,,,,,,
3601,Lao,J121754.2+490829,184.47434,49.14035,0.5981,False,False,True,True,False,False,False,False,False,25.68,,0.59,,,,,DESI J121753.84+490825.3,,,,,,p,36.58,,23.31,,,192,28,96.4,13.2,0.01,,,,,,,,,,,,,,,,,,,,,,,
3602,Lao,J121819.5+354822,184.57933,35.80477,0.24997,False,False,False,True,False,False,False,False,False,25.41,9.1,0.95,,,,,SDSS J121819.03+354817.1,,,,,,s,128.84,,62.63,,,287,71,154.8,83.3,1.52,-23.57,,,,,,,,,,,,,GMBCG J121819.0+354817,0.25,s,1044,0,0,0.743,35.64,1.6,17
3603,Lao,J121821.5+495458,184.58694,49.91471,0.9652,False,True,False,True,False,False,False,False,False,25.92,,0.87,,,,,DESI J121820.86+495453.0,,,,,,p,17.89,,9.2,,,294,36,129.3,32.4,,,,,,,,,,,,,,,,,,,,,,,,
3604,Lao,J121826.7+110508,184.60872,11.0848,1.40271,False,False,False,True,False,False,False,False,False,26.91,,-0.41,,,,,LBQS 1215+1121,,,,,,s,222.11,,303.98,,,294,34,139.9,20.1,0.23,,,,,,,,,,,,,,,,,,,,,,,
3605,Lao,J121828.3+430426,184.616,43.07259,0.73309,False,False,False,True,False,False,False,False,False,25.47,,0.5,,,,,DESI J121827.84+430421.3,,,,,,p,15.03,,10.25,,,172,23,94.7,35.8,2.17,,,,,,,,,,,,,,NSCS J121813+430419,0.37,p,1496,163,863,,,,
3606,Lao,J121833.0-021046,184.64156,-2.17699,0.29597,False,True,False,True,False,False,False,False,False,25.35,9.59,1.3,,,,,WISEA J121833.97-021037.1,,,,,,s,69.69,,25.92,,,264,58,98.4,,1.57,-23.64,,,,,,,,,,,,,maxBCG J121834.0-021037,0.296,s,1221,0,0,0.801,41.57,1.86,23
3607,Lao,J121842.0+321339,184.67527,32.22755,,False,False,True,True,False,False,False,False,False,,,0.8,,,,,,,,,,,,54.98,,29.8,,,,41,152.6,38.8,,,,,,,,,,,,,,,,,,,,,,,,
3608,Lao,J121902.7+035151,184.76222,3.86233,0.88684,False,False,True,True,False,False,False,False,False,25.81,,1,,,,,DESI J121902.93+035144.4,,,,,,p,15.81,,7.35,,,335,42,157.8,63.3,,,,,,,,,,,,,,,WH J121902.9+035144,0.9559,p,3290,0,0,0.373,10.3,0.48,6
3609,Sasmal,J121905.5+001416,184.773208333333,0.237888888888889,0.41,False,True,False,True,False,False,False,False,False,24.9438512567116,,,,,,,,,,1,SDSS,,s,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,Lao,J121917.2+082313,184.82167,8.3872,,False,False,True,True,False,False,False,False,False,,,0.96,,,,,,,,,,,,14.61,,7.05,,,,42,160.9,52.6,,,,,,,,,,,,,,,,,,,,,,,,
3611,Lao,J121918.2+445420,184.82587,44.9057,,False,False,True,True,False,False,False,False,False,,,0.66,,,,,,,,,,,,35.46,,21.46,,,,33,116.3,18.8,1.08,,,,,,,,,,,,,,,,,,,,,,,
3612,Lao,J121922.0-031501,184.8392,-3.2519,0.65178,False,False,True,True,False,False,False,False,False,25.93,,1.63,,,,,DESI J121921.41-031506.8,,,,,,p,31.87,,9.2,,,264,37,148.9,28,2.1,,,,,,,,,,,,,,WH J121921.4-031507,0.6515,p,2438,0,0,0.555,24.33,1.11,6
3613,Lao,J121924.5+444711,184.84969,44.78665,0.43512,False,False,False,True,False,False,False,False,False,25.66,,0.69,,,,,DESI J121923.93+444711.9,c,,,,,p,68.97,,40.74,,,192,33,163.5,17.5,1.82,,,,,,,,,,,,,,,,,,,,,,,
3614,Lao,J121935.2-053026,184.89549,-5.50806,0.35639,False,True,False,True,False,False,False,False,False,24.81,,0.18,,,,,DESI J121934.92-053029.0,,,,,,p,18.03,,15.74,,,144,28,106,13.5,,,,,,,,,,,,,,,Y21 J121934.9-053029,0.3598,p,1459,0,0,0.625,23.1,1.05,19
3615,Lao,J121940.0+453603,184.9166,45.60178,0.22689,False,True,False,False,True,False,False,False,False,25.03,8.72,0.71,,,,,WISEA J121939.98+453606.4,,,,,,s,69.23,,40.43,,,90,24,85.3,7.5,1.46,-23.21,,,,,,,,,,,,,maxBCG J121940.0+453606,0.2269,s,954,0,0,0.894,54.57,2.43,32
3616,Lao,J121943.1+043340,184.92903,4.55951,0.29457,False,True,False,True,False,False,False,False,False,25.46,,1.01,,,,,WISEA J121942.96+043334.2,"h,j",,,,,s,96.78,,44.77,,,204,45,101,16,1.59,,,,,,,,,,,,,,WHL J121942.9+043334,0.2946,s,1216,0,0,0.787,41.06,1.84,24
3617,Lao,J121945.9+021529,184.94148,2.25814,,False,False,True,True,False,False,False,False,False,,,0.85,,,,,,,,,,,,66.5,,34.69,,,,42,167.7,47.9,1.8,,,,,,,,,,,,,,,,,,,,,,,
3618,Lao,J121947.7+605844,184.94617,60.97937,0.9898,False,False,True,True,False,False,False,False,False,26.83,,1.49,,,,,DESI J121947.08+605845.7,,,,,,p,89.56,,28.69,,,213,26,100.9,17.6,1.96,,,,,,,,,,,,,,WH J121938.6+605911,0.5201,p,2019,67,431,0.469,13.06,0.61,6
3619,Lao,J122005.2+605318,185.02054,60.88791,0.34598,False,False,True,True,False,False,False,False,False,25.14,8.47,0.87,,,,,WISEA J122004.93+605316.4,,,,,,s,32.99,,16.94,,,187,37,164.5,60.5,1.73,-22.09,,,,,,,,,,,,,AMF J122016.1+605100,0.6,s,2278,159,1097,0.552,20.32,0.93,10
3620,Sasmal,J122013.1+475946,185.054791666667,47.9963333333333,0.3,False,True,False,True,False,False,False,False,False,25.1797971606218,,,,,,,,,,1,2MASX,,s,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,Lao,J122013.3+475958,185.05489,47.9964,0.29925,False,False,False,True,False,False,False,False,False,25.2,,0.72,,,,,WISEA J122013.17+475947.0,f,,,,,s,55.71,,32.28,,,207,45,134.3,41.9,1.65,,,,,,,,,,,,,,maxBCG J122013.2+475947,0.2993,s,1234,0,0,0.828,48.51,2.16,25
3622,Lao,J122013.8+020340,185.04952,2.06173,0.24023,False,False,False,False,True,False,False,False,False,26.08,,0.52,,,,,UM 492,f,,,,,s,712.48,,477.81,,,294,75,48.6,22.4,0.17,,,,,,,,,,,,,,,,,,,,,,,
3623,Sasmal,J122013.9+020352,185.058083333333,2.0645,,False,False,True,False,True,False,False,False,False,,,,,,,,,,,,EE,,,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3624,Lao,J122022.8+230502,185.09428,23.08471,0.96072,False,False,False,True,False,False,False,False,False,26.05,,0.76,,,,,DESI J122022.63+230504.9,,,,,,p,26.14,,14.62,,,236,29,168.1,22.4,0.42,,,,,,,,,,,,,,WH J122025.3+230614,0.8216,p,2934,78,609,0.45,13.04,0.6,6
3625,Lao,J122024.3+100504,185.10245,10.08339,0.2723,False,False,False,False,True,False,False,False,False,25.33,,0.91,,,,,DESI J122024.59+100500.2,,,,,,p,87.82,,43.88,,,224,52,55.3,10,0.86,,,,,,,,,,,,,,WH J122021.7+100612,0.6689,s,2491,84,608,0.59,25.79,1.17,8
3626,Lao,J122027.3+561404,185.11343,56.23576,0.49464,False,False,True,False,True,False,False,False,False,25.52,7.93,0.79,,,,,WISEA J122027.22+561408.7,,,,,,s,36.26,,19.91,,,131,21,63.6,5.4,1.87,-23.48,,,,,,,,,,,,,WHL J122027.2+561409,0.4946,s,1933,1,6,0.686,32.73,1.48,18
3627,Lao,J122027.4+215553,185.11389,21.93328,0.25655,False,True,False,True,False,False,False,False,False,25.17,,0.65,,,,,WISEA J122027.33+215559.8,,,,,,s,74.87,,45.71,,,107,26,138.3,13.3,1.41,,,,,,,,,,,,,,WHL J122027.3+215600,0.2566,s,1070,0,0,0.735,35.22,1.59,22
3628,Lao,J122051.7+021612,185.2149,2.27027,0.22987,False,False,False,True,False,False,False,False,False,24.53,,0.88,,,,,2MASX J12205161+0216129,,,,,,s,20.61,,10.5,,,95,25,164.7,32.3,1.38,,,,,,,,,,,,,,maxBCG J122051.6+021613,0.2299,s,965,0,0,0.761,32.74,1.48,21
3629,Lao,J122052.3+075054,185.21891,7.84936,0.26846,False,False,False,True,False,False,False,False,False,24.71,,0.72,,,,,WISEA J122052.53+075057.6,,,,,,s,22.78,,13.19,,,149,35,156.1,110.2,1.52,,,,,,,,,,,,,,maxBCG J122052.5+075058,0.2685,s,1116,0,0,0.735,27.33,1.24,21
3630,Lao,J122052.7+453639,185.2197,45.611,,False,False,True,True,False,False,False,False,False,,,0.74,,,,,,,,,,,,37.13,,21.18,,,,35,165.5,31.7,1.1,,,,,,,,,,,,,,,,,,,,,,,
3631,Lao,J122109.3+515054,185.29081,51.84721,1.0558,False,False,True,True,False,False,False,False,False,26.88,,1,,,,,DESI J122109.79+515050.0,j,,,,,p,120.64,,56.3,,,517,62,154.4,55.3,,,,,,,,,,,,,,,,,,,,,,,,
3632,Lao,J122118.4+075501,185.32718,7.917,0.84915,False,False,False,True,False,False,False,False,False,26.31,,1.19,,,,,WISEA J122118.52+075501.1,,,,,,s,49.58,,19.97,,,575,73,169.5,640.8,0.61,,,,,,,,,,,,,,,,,,,,,,,
3633,Lao,J122141.6+034428,185.42389,3.73975,0.65351,False,False,True,True,False,False,False,False,False,25.64,,0.56,,,,,WISEA J122141.73+034423.1,,,,,,s,27.63,,18.07,,,243,34,141.6,40.6,1.87,,,,,,,,,,,,,,Y21 J122141.7+034423,0.6536,s,2445,0,0,0.66,37.35,1.68,20
3634,Lao,J122146.3+331716,185.44319,33.28779,0.92103,False,False,True,True,False,False,False,False,False,26.04,,1.11,,,,,SDSS J122146.36+331716.0,,,,,,s,22.38,,9.57,,,242,30,169.8,37.2,1.8,,,,,,,,,,,,,,,,,,,,,,,
3635,Lao,J122149.4+321742,185.45688,32.29708,0.17233,False,False,False,True,False,False,False,False,False,24.66,,1.23,,,,,WISEA J122149.65+321749.4,,,,,,s,49.85,,19.55,,,227,75,154.8,210.5,1.19,,,,,,,,,,,,,,WHY18 J122149.6+321749,0.1723,s,734,0,0,0.579,17.89,0.82,10
3636,Lao,J122159.3-010802,185.49422,-1.13466,0.27954,False,False,True,False,True,False,False,False,False,25.16,,0.87,,,,,DESI J122158.61-010804.8,f,,,,,p,56.57,,29.26,,,158,36,83.7,25.3,1.54,,,,,,,,,,,,,,maxBCG J122157.8-010803,0.2599,s,1083,12,50,1.136,104.41,4.55,65
3637,Sasmal,J122159.6-010800,185.498583333333,-1.13355555555556,0.24,False,False,True,True,False,False,False,False,False,24.9633720634974,,,,,,,,,,,SDSS,,p,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,Sasmal,J122159.8-011359,185.4995,-1.23313888888889,,False,False,True,True,False,False,False,False,False,,,,,,,,,,,,SDSS,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3639,Lao,J122207.4+223506,185.53172,22.58332,0.48495,False,True,False,False,True,False,False,False,False,25.49,,0.69,,,,,DESI J122207.61+223500.0,,,,,,p,36.8,,21.75,,,161,26,87.7,10.6,1.7,,,,,,,,,,,,,,WHL J122203.6+223531,0.4877,s,1910,63,392,0.831,58.31,2.59,30
3640,Lao,J122210.0+375900,185.54183,37.98339,,False,False,False,True,False,False,False,False,False,,,1.47,,,,,,,,,,,,173.99,,56.68,,,,65,154.8,125.5,,,,,,,,,,,,,,,,,,,,,,,,
3641,Sasmal,J122223.6-044935,185.598708333333,-4.8265,,False,False,True,False,True,False,False,False,False,,,,,,,,,,c,,EE,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,Lao,J122224.3-044932,185.60173,-4.82016,0.17769,False,False,False,True,False,False,False,False,False,25.22,,1.18,,,,,DESI J122224.41-044912.6,f,,,,,p,169.05,,68.98,,,239,77,98.2,35.5,,,,,,,,,,,,,,,,,,,,,,,,
3643,Lao,J122231.0+355028,185.62787,35.84141,0.66614,False,True,False,True,False,False,False,False,False,25.11,,0.25,,,,,WISEA J122230.68+355029.0,,,,,,s,9.33,,7.73,,,144,20,141.3,12.8,2,,,,,,,,,,,,,,CFSFDP J122230.7+355029,0.6988,p,2581,0,0,0.588,22.5,1.03,9
3644,Lao,J122234.6+223827,185.64452,22.63962,0.67606,False,False,False,True,False,False,False,False,False,25.87,,0.8,,,,,DESI J122234.69+223822.6,,,,,,p,38.98,,21.2,,,239,33,154.2,24,2.26,,,,,,,,,,,,,,Y21 J122234.7+223823,0.7109,p,2617,0,0,0.58,27.48,1.25,12
3645,Lao,J122240.6+400648,185.66926,40.11354,,False,False,True,True,False,False,False,False,False,,,0.51,,,,,,c,,,,,,21.82,,14.81,,,,39,157.5,39,,,,,,,,,,,,,,,,,,,,,,,,
3646,Lao,J122300.5+254205,185.75099,25.70084,0.29568,False,True,False,True,False,False,False,False,False,24.82,,0.66,,,,,WISEA J122300.23+254203.0,,,,,,s,24.13,,14.58,,,109,24,120.6,27.4,1.66,,,,,,,,,,,,,,WHL J122300.2+254203,0.298,p,1229,0,0,0.755,39.81,1.79,21
3647,Lao,J122310.1+180657,185.79474,18.11505,0.87163,False,False,True,True,False,False,False,False,False,26.41,,1.25,,,,,DESI J122310.74+180654.2,,,,,,p,55.75,,21.53,,,636,80,166.1,880.4,3.02,,,,,,,,,,,,,,,,,,,,,,,
3648,Lao,J122314.6-045507,185.81003,-4.91965,0.73068,False,False,True,True,False,False,False,False,False,25.27,,0.37,,,,,DESI J122314.41-045510.7,,,,,,p,10.26,,7.75,,,194,26,154.8,90.2,,,,,,,,,,,,,,,WH J122315.4-045524,1.1517,p,3762,20,170,0.564,35.22,1.59,6
3649,Lao,J122319.2+052135,185.82998,5.35981,,False,False,False,True,False,False,False,False,False,,,1.03,,,,,,,,,,,,15.32,,6.97,,,,23,107.3,17.6,1.94,,,,,,,,,,,,,,,,,,,,,,,
3650,Lao,J122320.0+232906,185.83182,23.48387,0.50019,False,True,False,True,False,False,False,False,False,25.66,,0.81,,,,,DESI J122319.64+232901.9,,,,,,p,48.22,,26.05,,,164,26,101.8,17.4,1.62,,,,,,,,,,,,,,WHL J122322.1+232806,0.5023,s,1959,66,417,0.594,17.58,0.81,10
3651,Lao,J122330.0+223402,185.87558,22.5679,0.37832,False,False,True,True,False,False,False,False,False,24.98,8.75,0.5,,,,,WISEA J122330.14+223404.4,,,,,,s,21.19,,14.44,,,182,34,149.6,26.5,1.87,-22.67,,,,,,,,,,,,,WHL J122330.1+223404,0.3783,s,1526,0,0,0.582,21.21,0.97,15
3652,Lao,J122331.9+611510,185.87113,61.24816,0.22909,False,True,False,False,True,False,False,False,False,25.8,,1.06,,,,,WISEA J122329.07+611453.3,,,,,,s,373.32,,166.48,,,246,65,39.4,20,1.43,,,,,,,,,,,,,,maxBCG J122323.1+611357,0.2355,s,987,71,275,0.979,72.75,3.21,55
3653,Lao,J122353.0-013924,185.97244,-1.65758,0.5223,False,False,True,True,False,False,False,False,False,25.72,,0.47,,,,,DESI J122353.38-013927.3,,,,,,p,57.68,,40.22,,,296,46,146.6,,0.87,,,,,,,,,,,,,,,,,,,,,,,
3654,Lao,J122408.9+472029,186.03929,47.34146,0.96749,False,False,True,True,False,False,False,False,False,25.9,7.42,0.31,,,,,WISEA J122409.43+472029.2,,,,,,s,24.89,,19.62,,,286,35,117.5,16.7,2.86,-22.36,,,,,,,,,,,,,NSCS J122359+471808,0.16,p,684,177,506,,,,
3655,Lao,J122413.4+160601,186.05582,16.10025,0.23369,False,False,False,False,True,False,False,False,False,25.23,,0.94,,,,,WISEA J122413.39+160600.8,,,,,,s,98.15,,48.11,,,327,85,36.8,12.3,1.48,,,,,,,,,,,,,,GMBCG J122413.4+160601,0.2337,s,980,0,0,0.863,45.94,2.05,22
3656,Lao,J122414.4+565545,186.06062,56.92911,0.53737,False,True,False,True,False,False,False,False,False,25.27,8.51,0.37,,,,,SDSS J122414.54+565544.8,,,,,,s,20.17,,15.16,,,137,21,105.4,11,1.74,-23.69,,,,,,,,,,,,,WHL J122414.8+565608,0.5782,p,2208,23,156,0.519,12.88,0.6,9
3657,Lao,J122421.4+164551,186.08978,16.76269,1.31014,False,False,True,True,False,False,False,False,False,26.9,,1.01,,,,,DESI J122421.55+164545.7,,,,,,p,72.62,,33.7,,,413,48,138.7,38.2,,,,,,,,,,,,,,,,,,,,,,,,
3658,Lao,J122424.3+014354,186.10275,1.73334,0.24207,False,True,False,True,False,False,False,False,False,25.02,,0.41,,,,,DESI J122424.66+014400.0,,,,,,p,62.67,,45.9,,,126,32,108.9,46.4,1.42,,,,,,,,,,,,,,maxBCG J122424.7+014400,0.2323,s,975,0,0,0.855,50.03,2.23,29
3659,Lao,J122433.5+402944,186.13956,40.49523,0.30372,False,False,True,True,False,False,False,False,False,25.54,,2.36,,,,,DESI J122433.49+402942.8,,,,,,p,75.83,,12.52,,,125,27,164.5,72.7,1.67,,,,,,,,,,,,,,WHL J122433.5+402943,0.3163,s,1298,0,0,0.874,56.07,2.49,45
3660,Lao,J122434.7+001251,186.14504,0.21317,0.91485,False,False,False,True,False,False,False,False,False,26.67,,1.15,,,,,DESI J122434.81+001247.4,,,,,,p,96.41,,40.24,,,241,30,133,20.9,1.82,,,,,,,,,,,,,,WH J122434.8+001247,0.947,p,3268,0,0,0.542,24.42,1.11,8
3661,Lao,J122435.3+443313,186.14764,44.55285,0.80721,False,False,False,True,False,False,False,False,False,26.11,8.68,0.78,,,,,SDSS J122435.43+443310.2,,,,,,s,45.2,,24.85,,,232,30,130.8,14.8,1.83,-22.78,,,,,,,,,,,,,WH J122423.1+443509,0.7932,p,2854,178,1374,0.488,17.86,0.82,6
3662,Lao,J122449.9+141554,186.20575,14.26443,0.50372,False,False,False,True,False,False,False,False,False,25.29,,0.99,,,,,WISEA J122449.37+141551.9,,,,,,s,18.84,,8.85,,,234,37,140.4,28.4,1.84,,,,,,,,,,,,,,WHL J122449.4+141552,0.5037,s,1964,0,0,0.753,41.42,1.86,21
3663,Lao,J122451.3+264110,186.21273,26.68498,0.84666,False,False,True,True,False,False,False,False,False,26.06,,1.11,,,,,DESI J122451.06+264105.9,,,,,,p,28.85,,12.42,,,299,38,142.3,22.6,,,,,,,,,,,,,,,,,,,,,,,,
3664,Lao,J122451.7+433525,186.21458,43.58869,0.94799,False,True,False,False,True,False,False,False,False,26.97,7.22,0.01,,,,,SDSS J122451.49+433519.2,,,,,,s,375.24,,372.98,,,276,34,82.2,10.7,0.44,,,,,,,,,,,,,,CLuMPR J122449.4+433448,0.905,p,3158,39,313,0.55,25.85,1.18,11
3665,Lao,J122504.8+431213,186.27242,43.20361,0.15588,False,False,False,True,False,False,False,False,False,24.34,8.31,1.86,,,,,WISEA J122505.38+431212.9,,,,,,s,27.24,,6.58,,,75,27,135.4,16.4,1.19,-23.33,,,,,,,,,,,,,maxBCG J122505.4+431213,0.1563,s,669,0,0,0.824,38.85,1.74,25
3666,Lao,J122505.0+125303,186.26575,12.88696,0.00354,False,True,False,True,False,False,False,False,False,23.26,,2.49,,,,,2MASX J12250377+1253130,,,,,,s,6048.95,,903.9,,,12,165,139,108.2,,,,,,,,,,,,,,,,,,,,,,,,
3667,Lao,J122508.7+260715,186.28782,26.12162,1.58997,False,False,True,True,False,False,False,False,False,26.57,,0.58,,,,,WISEA J122509.07+260717.8,,,,,,s,31.65,,20.3,,,234,27,140.7,18,0.3,,,,,,,,,,,,,,WH J122457.8+260807,0.8845,p,3104,160,1278,0.466,16.08,0.74,7
3668,Lao,J122516.6+462214,186.31923,46.36973,0.73531,False,False,True,True,False,False,False,False,False,25.72,,0.76,,,,,DESI J122516.61+462211.0,,,,,,p,23.25,,13.03,,,202,27,147.5,13.8,2.04,,,,,,,,,,,,,,,,,,,,,,,
3669,Sasmal,J122525.1+373728,186.354791666667,37.6246388888889,,False,False,True,False,True,False,False,False,False,,,,,,,,,,c,,EE,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,Lao,J122526.1+373734,186.35209,37.6219,0.18532,False,True,False,False,True,False,False,False,False,25.43,,1.05,,,,,WISEA J122524.50+373718.8,f,,,,,s,254.65,,114.52,,,173,54,26.1,12.2,1.28,,,,,,,,,,,,,,maxBCG J122524.5+373719,0.187,s,794,0,0,0.796,40.47,1.82,32
3671,Lao,J122530.6+462956,186.37881,46.49689,0.84362,False,False,True,True,False,False,False,False,False,25.85,,0.7,,,,,WISEA J122530.91+462948.8,,,,,,s,23.13,,13.54,,,283,36,106,15.4,0.57,,,,,,,,,,,,,,Y21 J122528.6+462930,0.2646,s,1101,31,131,0.627,14.82,0.69,16
3672,Lao,J122545.1+193652,186.43666,19.61885,0.30941,False,False,False,True,False,False,False,False,False,25.21,,0.9,,,,,DESI J122544.80+193707.9,,,,,,p,50.12,,25.33,,,221,47,168.4,54.3,1.36,,,,,,,,,,,,,,Y21 J122544.8+193708,0.3235,s,1325,0,0,0.611,19.91,0.91,9
3673,Lao,J122559.8+405120,186.49833,40.85195,0.322,False,False,False,False,True,False,False,False,False,24.87,,1.04,,,,,DESI J122559.60+405107.0,,,,,,p,19.99,,9.06,,,145,30,86.1,21.9,1.66,,,,,,,,,,,,,,maxBCG J122559.6+405107,0.3079,s,1266,0,0,0.917,63.06,2.79,41
3674,Lao,J122613.3+062735,186.55348,6.45928,0.37463,False,False,False,False,True,False,False,False,False,24.95,,0.86,,,,,DESI J122612.84+062733.4,,,,,,p,17.86,,9.25,,,128,24,61.1,19.6,1.57,,,,,,,,,,,,,,WHL J122613.7+062734,0.3522,s,1431,13,67,0.627,23.5,1.07,12
3675,Lao,J122636.3+174935,186.64281,17.82374,0.113,False,False,False,False,True,False,False,False,False,24.61,,0.76,,,,,DESI J122634.28+174925.5,,,,,,p,118.5,,66.61,,,313,147,26.9,,1.01,,,,,,,,,,,,,,AMF J122634.3+174925,0.111,s,480,0,0,0.666,23.89,1.09,16
3676,Lao,J122658.5+324309,186.7444,32.71919,0.17428,False,False,True,True,False,False,False,False,False,24.58,9.02,1.44,,,,,SDSS J122658.66+324309.1,,,,,,s,39.06,,13,,,177,58,153.3,65,1.27,-23.5,,,,,,,,,,,,,WHL J122658.7+324309,0.1743,s,742,0,0,0.721,32.69,1.48,18
3677,Lao,J122710.8+464845,186.79576,46.81069,0.489,False,False,True,True,False,False,False,False,False,25.06,,0.49,,,,,WISEA J122710.98+464838.4,,,,,,s,14.59,,10.07,,,230,37,113,11,1.81,,,,,,,,,,,,,,WHL J122711.4+464843,0.4891,s,1915,7,44,0.683,36.12,1.63,19
3678,Lao,J122712.1+533242,186.80009,53.54547,0.57154,False,False,False,True,False,False,False,False,False,25.1,8.28,0.94,,,,,WISEA J122712.02+533243.6,,,,,,s,9.23,,4.52,,,101,15,159.6,17.4,1.82,-23.07,,,,,,,,,,,,,CAMIRA J122712.0+533244,0.5715,s,2187,1,7,0.597,21.43,0.98,13
3679,Lao,J122721.0+514516,186.84142,51.7539,0.19843,False,True,False,True,False,False,False,False,False,24.84,8.38,1.12,,,,,WISEA J122721.94+514514.0,,,,,,s,56.1,,23.94,,,224,66,155.1,67.6,1.3,-22.78,,,,,,,,,,,,,maxBCG J122721.9+514514,0.1984,s,840,0,0,0.648,21.3,0.97,13
3680,Lao,J122728.1+605433,186.86421,60.9078,0.58254,False,False,True,True,False,False,False,False,False,25.16,8.16,0.57,,,,,WISEA J122727.40+605428.0,,,,,,s,11.78,,7.62,,,163,24,93.7,11.8,1.93,-23.12,,,,,,,,,,,,,WHL J122727.4+605428,0.5825,s,2222,0,0,0.716,43.76,1.96,17
3681,Lao,J122730.0+101052,186.87495,10.18139,0.3205,False,True,False,True,False,False,False,False,False,25.32,,1.61,,,,,WISEA J122729.98+101053.0,,,,,,s,48.56,,14.27,,,130,27,163.1,38,1.51,,,,,,,,,,,,,,WH J122726.0+100939,1.0405,p,3501,95,790,0.485,18.99,0.87,6
3682,Lao,J122731.1+492847,186.88453,49.47891,0.11938,False,False,True,False,True,False,False,False,False,24.67,8.41,0.68,,,,,WISEA J122732.28+492844.0,,,,,,s,122.52,,72.89,,,82,37,82.7,16.3,1.11,-22.91,,,,,,,,,,,,,maxBCG J122732.3+492844,0.1208,s,522,0,0,0.851,36.39,1.64,25
3683,Sasmal,J122732.2+492844,186.884541666667,49.4788888888889,0.12,False,False,False,False,True,False,False,False,False,24.654959019468,,,,,,,,,,"20, 21",2MASX,,s,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
