widx,Catalog,FIRST_ID,RA,Dec,z,FR0,FRI,FRII,WAT,NAT,HT,Confused,Double_Double,Diffuse,L_1.4GHz_log,M_{BH},alpha,NVSS_ID,Plate,Julian,Fibre,Host_name,f_name,f_Seq,Other,PosRef,Offset,f_z,Flux_FIRST_1400MHz,Flux_NVSS_1400MHz,Flux_3000MHz,Flux_150MHz,RCl,Size_rad,LAS,OA,Rc,g-r,Mr,Mstar,R_50,D_4000,C,mu_50,eta,Q,n,PCA1,PCA2,L_[OIII],HERG-LERG,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
5383,Lao,J155834.5+404610,239.64244,40.76871,1.10548,False,False,False,True,False,False,False,False,False,26.33,,0.83,,,,,WISEA J155834.18+404607.3,,,,,,s,34.56,,18.32,,,302,36,149.6,32.8,1.57,-21.82,,,,,,,,,,,,,RM J155826.8+404757.9,0.3664,p,1483,139,732,,,,
5384,Lao,J155834.7+075952,239.64364,7.99613,0.22771,False,False,False,True,False,False,False,False,False,25.75,8.93,1.45,,,,,WISEA J155834.47+075946.0,,,,,,s,308.01,,101.9,,,362,96,166.2,183.3,1.44,-23.61,,,,,,,,,,,,,WHL J155834.5+075946,0.2277,s,957,0,0,0.7,18.72,1.01,8
5385,Lao,J155845.2+284121,239.68911,28.68947,0.42529,False,True,False,True,False,False,False,False,False,25.14,,0.97,,,,,WISEA J155845.38+284122.0,,,,,,s,20.19,,9.64,,,132,23,147.3,26.2,1.79,,,,,,,,,,,,,,WHL J155845.4+284122,0.4255,s,1695,0,0,0.79,49.49,2.21,18
5386,Lao,J155848.9+303844,239.7006,30.64724,0.28345,False,False,False,True,False,False,False,False,False,24.99,8.58,0.89,,,,,2MASX J15584814+3038492,a,,,,,s,37.33,,18.99,,,221,50,93.4,17.8,1.54,-22.52,,,,,,,,,,,,,maxBCG J155848.1+303850,0.2834,s,1173,0,0,0.673,20.56,0.94,22
5387,Lao,J155851.6+390309,239.71474,39.05317,0.52424,False,False,False,True,False,False,False,False,False,25.73,9.56,0.95,,,,,WISEA J155851.53+390311.4,,,,,,s,47.56,,22.97,,,142,22,157.3,36.1,1.96,-24.25,,,,,,,,,,,,,AMF J155851.5+390311,0.5242,s,2032,1,6,0.908,80.98,3.56,30
5388,Lao,J155854.1+425824,239.72354,42.97159,0.8747,False,False,True,True,False,False,False,False,False,26.26,,0.58,,,,,SDSS J155853.64+425817.7,,,,,,s,59.61,,38.28,,,477,60,130.7,43,0.11,,,,,,,,,,,,,,,,,,,,,,,
5389,Lao,J155916.2+613800,239.81717,61.63427,0.28812,False,False,False,True,False,False,False,False,False,24.79,8.45,0.32,,,,,WISEA J155916.12+613803.3,,,,,,s,25.99,,20.41,,,174,39,161,40.3,1.64,-23.41,,,,,,,,,,,,,CLuMPR J155916.2+613803,0.2881,s,1191,1,4,0.66,19.96,0.91,8
5390,Sasmal,J155920.0-014333,239.833458333333,-1.72594166666667,,False,True,False,True,False,False,False,False,False,,,,,,,,,,,,EE,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5391,Lao,J155936.2+355339,239.90036,35.89459,0.39339,False,False,False,True,False,False,False,False,False,25.28,8.77,0.75,,,,,SDSS J155936.08+355340.5,,,,,,s,35.53,,20.02,,,220,40,165.1,41.6,1.9,-23.35,,,,,,,,,,,,,WHL J155936.1+355341,0.3934,s,1581,0,0,0.731,38.17,1.72,15
5392,Lao,J155957.6+110951,239.98966,11.16307,0.60513,False,False,True,True,False,False,False,False,False,25.74,8.97,0.48,,,,,WISEA J155957.51+110947.0,,,,,,s,42.99,,29.85,,,256,37,145.5,39.8,1.82,-23.15,,,,,,,,,,,,,WHL J160000.8+111141,0.6906,p,2557,124,909,0.71,33.99,1.53,22
5393,Lao,J160008.3+491505,240.03496,49.25149,,False,True,False,True,False,False,False,False,False,,,0.64,,,,,,,,,,,,16.83,,10.31,,,,22,145,13.9,,,,,,,,,,,,,,,,,,,,,,,,
5394,Sasmal,J160009.6+230056,240.040333333333,23.0156111111111,0.43,False,False,False,False,True,False,False,False,False,25.0176618799905,,,,,,,,,,20,SDSS,,s,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,Lao,J160010.3+230101,240.04035,23.01561,0.42779,False,True,False,False,True,False,False,False,False,24.97,8.88,0.54,,,,,WISEA J160009.68+230056.1,f,,,,,s,15.52,,10.26,,,167,29,76,11,1.75,-22.71,,,,,,,,,,,,,WHL J160007.9+225855,0.4278,s,1703,124,717,1.02,91.11,3.99,49
5396,Lao,J160013.3+354119,240.05481,35.68937,0.34469,False,False,False,True,False,False,False,False,False,24.79,8.75,0.82,,,,,WISEA J160013.15+354121.7,,,,,,s,15.15,,8.08,,,96,19,97.2,8.7,1.73,-23.28,,,,,,,,,,,,,Y21 J160013.1+354121,0.3447,s,1404,1,5,0.687,33.56,1.51,11
5397,Lao,J160040.8-004515,240.16955,-0.75567,0.4741,False,False,False,True,False,False,False,False,False,25.48,8.9,1.02,,,,,WISEA J160040.69-004520.3,,,,,,s,33.02,,15.18,,,165,27,133.6,17.1,1.97,-23.97,,,,,,,,,,,,,WHL J160040.7-004521,0.4741,s,1864,0,0,0.78,36.76,2.09,11
5398,Lao,J160042.4+342713,240.17669,34.4536,,False,False,False,True,False,False,False,False,False,,,0.99,,,,,,,,,,,,41.64,,19.53,,,,25,115.6,10.4,,,,,,,,,,,,,,,,,,,,,,,,
5399,Lao,J160118.2+084353,240.32685,8.7324,0.68417,False,False,False,True,False,False,False,False,False,26.25,,0.61,,,,,DESI J160118.44+084356.6,,,,,,p,99.58,,62.74,,,387,53,157.3,33.7,1.3,,,,,,,,,,,,,,,,,,,,,,,
5400,Lao,J160124.5+435148,240.3515,43.86217,1.0899,False,False,True,True,False,False,False,False,False,25.92,,0.47,,,,,WISEA J160124.36+435143.7,,,,,,s,18.03,,12.56,,,243,29,106.7,12.3,0.19,,,,,,,,,,,,,,,,,,,,,,,
5401,Lao,J160129.8+083847,240.37399,8.64744,0.18756,False,True,False,True,False,False,False,False,False,24.92,,0.78,,,,,2MASX J16012976+0838512,,,,,,s,81.26,,44.95,,,130,40,158.7,38,1.26,,,,,,,,,,,,,,WHL J160129.8+083851,0.187,s,794,0,0,0.6,8.83,0.45,5
5402,Lao,J160130.4+211048,240.37508,21.17842,0.25396,False,False,True,True,False,False,False,False,False,24.99,,0.67,,,,,DESI J160130.02+211042.3,,,,,,p,49.74,,29.84,,,118,29,99.9,13.6,1.48,,,,,,,,,,,,,,maxBCG J160130.0+211042,0.2745,p,1139,0,0,0.68,13.15,0.61,10
5403,Sasmal,J160130.7+315532,240.378083333333,31.9256666666667,,False,True,False,True,False,False,False,False,False,,,-0.8,,,,,,,,,SDSS,,,19,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5404,Lao,J160130.7+315539,240.37591,31.92745,1.81215,False,True,False,False,True,False,False,False,False,26.68,,0.73,,,,,DESI J160130.22+315538.8,f,,,,,p,26.54,,15.25,,,242,28,83.7,9.4,1.43,,,,,,,,,,,,,,AMF J160130.8+315532,0.2552,p,1064,10,37,0.733,28.5,1.29,18
5405,Lao,J160145.6+144249,240.44007,14.71363,,False,False,False,True,False,False,False,False,False,,,0.68,,,,,,,,,,,,52.2,,31.14,,,,38,158.3,46.8,,,,,,,,,,,,,,,,,,,,,,,,
5406,Lao,J160146.9+441844,240.4466,44.31276,0.55993,False,False,True,True,False,False,False,False,False,26.07,,0.77,,,,,WISEA J160147.18+441845.9,,,,,,s,97.45,,54.21,,,447,67,164.8,256.9,0.62,-23.22,,,,,,,,,,,,,,,,,,,,,,
5407,Lao,J160204.6+391528,240.51835,39.25672,0.58817,False,False,True,True,False,False,False,False,False,25.23,8.98,0.29,,,,,WISEA J160204.40+391524.2,,,,,,s,15.57,,12.44,,,246,36,136.2,24.2,1.93,-23.09,,,,,,,,,,,,,WHL J160202.1+391514,0.5881,s,2240,29,198,0.752,49.31,2.2,17
5408,Lao,J160224.6+381354,240.60258,38.23189,,False,False,False,True,False,False,False,False,False,,,0.83,,,,,,,,,,,,64.62,,34.23,,,,29,138.5,16.6,0.3,,,,,,,,,,,,,,,,,,,,,,,
5409,Lao,J160227.2+274132,240.61209,27.69499,0.93722,False,False,True,True,False,False,False,False,False,27.06,,0.89,,,,,DESI J160226.90+274141.9,,,,,,s,260.85,,131.97,,,251,31,157.6,12,0.14,,,,,,,,,,,,,,WHL J160217.9+274309,0.5586,s,2145,148,987,0.683,39.14,1.76,13
5410,Lao,J160310.5+030120,240.79208,3.02277,0.16964,False,True,False,True,False,False,False,False,False,24.38,,1.14,,,,,DESI J160310.10+030122.0,,,,,,p,27.21,,11.39,,,98,33,152.4,75.3,1.24,,,,,,,,,,,,,,WHL J160308.5+030058,0.1748,p,745,34,104,,,,
5411,Lao,J160318.8+031642,240.8291,3.27913,0.2222,False,False,False,True,False,False,False,False,False,25.31,,0.9,,,,,WISEA J160318.98+031644.8,,,,,,s,132.94,,66.86,,,126,34,132.8,30.8,1.5,,,,,,,,,,,,,,WHL J160319.0+031645,0.2222,s,935,0,0,1.451,197.89,8.46,128
5412,Lao,J160319.0+192420,240.82749,19.40567,1.28535,False,False,False,False,True,False,False,False,False,26.52,,0.74,,,,,DESI J160318.60+192420.4,g,,,,,p,39.72,,22.61,,,275,32,40,6.2,0.51,,,,,,,,,,,,,,,,,,,,,,,
5413,Lao,J160325.7+215107,240.8562,21.85369,0.70661,False,False,True,True,False,False,False,False,False,26.07,,0.84,,,,,WISEA J160325.48+215113.2,,,,,,s,53.54,,28.23,,,258,35,133.3,18.1,2.14,,,,,,,,,,,,,,WHL J160325.5+215113,0.7065,s,2604,0,0,0.752,52.9,2.35,21
5414,Lao,J160330.2+225201,240.87688,22.8674,0.31062,False,False,True,True,False,False,False,False,False,25.41,,0.89,,,,,DESI J160330.45+225202.6,,,,,,p,79.33,,40.39,,,240,51,158.4,55.5,0.4,,,,,,,,,,,,,,,,,,,,,,,
5415,Sasmal,J160338.3+285748,240.909708333333,28.9635,0.28,False,False,True,False,True,False,False,False,False,24.6640670322929,,-0.54,,,,,,,"a,c",20,SDSS,,s,21,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5416,Lao,J160338.8+285754,240.90965,28.96359,0.28209,False,False,True,False,True,False,False,False,False,25.02,8.53,0.98,,,,,WISEA J160338.31+285748.9,"f,j",,,,,s,39.13,,18.58,,,194,44,86.9,14,1.57,-23.17,,,,,,,,,,,,,maxBCG J160338.3+285749,0.2821,s,1168,0,0,0.749,30.01,1.36,21
5417,Sasmal,J160340.5+313300,240.91875,31.5501944444444,0.4,False,False,True,False,True,False,False,False,False,25.2570631153641,,-0.57,,,,,,,,"1, 20",SDSS,,s,37,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5418,Lao,J160340.6+313300,240.91616,31.54983,0.4069,False,False,False,False,True,False,False,False,False,25.33,8.82,0.7,,,,,WISEA J160339.87+313259.3,f,,,,,s,37.43,,21.99,,,145,26,68.6,18.9,1.83,-22.95,,,,,,,,,,,,,WHL J160340.5+313301,0.4069,s,1629,8,45,0.817,51.69,2.3,23
5419,Lao,J160346.9+631130,240.94067,63.19193,0.29174,False,False,False,True,False,False,False,False,False,25.58,,0.54,,,,,DESI J160345.76+631131.0,,,,,,p,147.71,,97.86,,,280,62,160.2,62.3,,,,,,,,,,,,,,,WHY18 J160327.8+631247,0.3073,p,1264,143,670,1.068,94.69,4.14,50
5420,Lao,J160400.3+234008,241.00338,23.66565,0.33467,False,False,False,False,True,False,False,False,False,25.29,8.19,0.99,,,,,WISEA J160400.81+233956.3,,,,,,s,48.72,,22.86,,,253,51,85,59.4,1.74,-23,,,,,,,,,,,,,AMF J160400.8+233956,0.3347,s,1367,0,0,0.739,23.68,1.08,16
5421,Lao,J160414.3+483615,241.05827,48.6024,0.25878,False,True,False,True,False,False,False,False,False,24.51,,0.47,,,,,DESI J160413.98+483608.6,,,,,,p,16.75,,11.68,,,107,26,109.6,18.6,1.43,,,,,,,,,,,,,,maxBCG J160413.6+483650,0.235,s,985,42,162,0.746,38.14,1.71,26
5422,Lao,J160453.6+380727,241.22306,38.1238,0.54834,False,False,True,True,False,False,False,False,False,25.55,,0.51,,,,,DESI J160453.53+380725.7,,,,,,p,34.25,,23.28,,,165,25,148.4,27.2,1.46,,,,,,,,,,,,,,,,,,,,,,,
5423,Lao,J160505.7+320103,241.26902,32.01846,0.37432,False,False,False,True,False,False,False,False,False,25.92,,0.95,,,,,SDSS J160504.56+320106.4,,,,,,s,163.28,,79.05,,,224,42,108.7,22.8,1.49,,,,,,,,,,,,,,WHL J160504.6+320107,0.3743,s,1512,0,0,0.479,13.2,0.61,9
5424,Lao,J160525.7+400317,241.35472,40.05453,0.7765,False,False,True,True,False,False,False,False,False,26.41,,1.06,,,,,DESI J160525.13+400316.3,,,,,,p,82.58,,36.87,,,352,46,154.5,72.4,1.31,,,,,,,,,,,,,,WH J160523.6+400229,0.6819,s,2531,51,372,0.538,23.3,1.06,8
5425,Lao,J160529.6+162559,241.37167,16.43584,0.04407,False,True,False,True,False,False,False,False,False,23.48,,1.65,,,,,2MASX J16052922+1626088,,,,,,s,59.49,,16.88,,,35,39,103.5,17.1,0.91,,,,,,,,,,,,,,AMF J160529.2+162609,0.0452,s,199,0,0,0.78,26.26,1.19,26
5426,Lao,J160602.0+475143,241.50556,47.86294,1.00779,False,False,True,True,False,False,False,False,False,27.01,,0.93,,,,,DESI J160601.34+475146.6,,,,,,p,191.95,,94.84,,,454,55,120.9,29.9,,,,,,,,,,,,,,,GMBCG J160602.4+475048,0.4064,s,1627,59,331,0.571,16.24,0.75,11
5427,Sasmal,J160604.5+561044,241.518958333333,56.1790833333333,,False,False,False,True,False,False,False,False,False,,,-0.81,,,,,,,,,EE,,,17,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5428,Lao,J160604.6+561045,241.51943,56.17904,0.67733,False,False,False,True,False,False,False,False,False,25.45,,0.49,,,,,DESI J160604.66+561044.5,f,,,,,p,17.37,,11.93,,,145,20,125.5,18.5,1.7,-22.73,,,,,,,,,,,,,,,,,,,,,,
5429,Lao,J160615.7+083235,241.56643,8.54159,0.2851,False,False,False,True,False,False,False,False,False,25.29,8.53,1.45,,,,,WISEA J160615.94+083229.7,,,,,,s,63.92,,21.13,,,284,64,155.4,70.8,1.59,-22.64,,,,,,,,,,,,,WH J160615.9+083230,0.2851,s,1180,0,0,0.545,14.52,0.67,7
5430,Lao,J160623.7+425508,241.59879,42.91904,,False,False,True,True,False,False,False,False,False,,,1.36,,,,,,,,,,,,32.76,,11.58,,,,38,156.4,38.6,,,,,,,,,,,,,,,,,,,,,,,,
5431,Lao,J160634.9+535348,241.64563,53.89371,0.35041,False,True,False,False,True,False,False,False,False,25.38,8.59,0.99,,,,,WISEA J160634.95+535337.3,,,,,,s,54.9,,25.73,,,148,29,86.1,19.8,1.72,-23.81,,,,,,,,,,,,,WHL J160635.0+535337,0.353,s,1434,0,0,0.949,72.9,3.21,31
5432,Lao,J160641.0+064858,241.67093,6.81614,,False,True,False,True,False,False,False,False,False,,,0.31,,,,,,,,,,,,22.83,,18,,,,23,151,16.5,,,,,,,,,,,,,,,,,,,,,,,,
5433,Lao,J160646.5+402333,241.69355,40.39161,1.96499,False,True,False,False,True,False,False,False,False,26.98,,0.64,,,,,SDSS J160646.45+402329.7,,,,,,s,48.64,,29.96,,,197,23,84.7,12.3,0.08,,,,,,,,,,,,,,,,,,,,,,,
5434,Lao,J160646.7+223828,241.68993,22.63724,0.18597,False,True,False,True,False,False,False,False,False,25.13,,1.59,,,,,WISEA J160645.58+223814.0,,,,,,s,115.78,,34.52,,,193,60,157.1,145.4,1.31,,,,,,,,,,,,,,maxBCG J160645.6+223814,0.186,s,790,0,0,0.812,39.72,1.78,29
5435,Lao,J160709.8+185852,241.79112,18.98188,1.05728,False,True,False,True,False,False,False,False,False,25.84,,0.51,,,,,DESI J160709.87+185854.8,,,,,,p,15.49,,10.54,,,158,19,138.3,15.8,,,,,,,,,,,,,,,,,,,,,,,,
5436,Lao,J160723.1+344209,241.84935,34.70305,0.28628,False,True,False,True,False,False,False,False,False,25.19,8.64,0.95,,,,,WISEA J160723.84+344210.9,"a,f",,,,,s,57,,27.56,,,214,48,127.3,67.5,1.62,-23.69,,,,,,,,,,,,,WHL J160723.8+344211,0.2881,s,1191,0,0,0.759,37.22,1.67,20
5437,Sasmal,J160723.8+344210,241.849333333333,34.7030277777778,0.29,False,False,False,False,True,False,False,False,False,25.1766794272858,,,,,,,,,"a,b","1, 20",2MASX,,s,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5438,Lao,J160726.7+004858,241.86083,0.8157,0.37709,False,False,False,True,False,False,False,False,False,25.09,,0.81,,,,,DESI J160726.60+004856.5,,,,,,p,24.93,,13.48,,,117,22,123,11.2,1.88,,,,,,,,,,,,,,WHL J160726.7+004904,0.363,s,1471,7,37,0.643,23.23,1.06,14
5439,Lao,J160728.0+482535,241.8675,48.42645,0.97221,False,True,False,True,False,False,False,False,False,26.43,,0.77,,,,,WISEA J160728.19+482535.2,f,,,,,s,61.25,,34.01,,,188,23,107.8,7.3,0.2,,,,,,,,,,,,,,,,,,,,,,,
5440,Sasmal,J160728.2+482535,241.867541666667,48.4264444444444,0.97,False,True,False,True,False,False,False,False,False,26.4060991143651,,-0.83,,,,,,,,"1, 15",SDSS,,s,59,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5441,Lao,J160729.3-005042,241.87227,-0.84515,,False,False,False,True,False,False,False,False,False,,,1.11,,,,,,,,,,,,80.87,,34.77,,,,54,161.4,158.5,,,,,,,,,,,,,,,,,,,,,,,,
5442,Lao,J160748.3+091514,241.95176,9.25396,0.72135,False,True,False,True,False,False,False,False,False,25.54,,0.6,,,,,DESI J160748.42+091514.3,,,,,,p,17.47,,11.06,,,201,27,152.9,35.5,1.15,,,,,,,,,,,,,,,,,,,,,,,
5443,Lao,J160750.5+084115,241.95935,8.68619,0.18109,False,True,False,True,False,False,False,False,False,24.15,,0.51,,,,,DESI J160750.24+084110.3,,,,,,p,15.34,,10.42,,,66,21,93.9,8.7,1.25,,,,,,,,,,,,,,WHL J160750.0+084120,0.1873,s,795,10,32,0.8,32.39,1.82,15
5444,Lao,J160751.6+210415,241.9652,21.07093,,False,False,False,True,False,False,False,False,False,,,1.29,,,,,,,,,,,,14.88,,5.56,,,,45,159.5,114.6,,,,,,,,,,,,,,,,,,,,,,,,
5445,Lao,J160759.6+330706,241.9981,33.11821,0.67067,False,False,True,True,False,False,False,False,False,25.28,,0.3,,,,,WISEA J160759.54+330705.5,,,,,,s,13.05,,10.37,,,152,21,134.9,12.9,1.96,,,,,,,,,,,,,,WH J160759.5+330705,0.6714,s,2499,0,0,0.601,24.93,1.13,10
5446,Sasmal,J160803.5+014154,242.014791666667,1.69842777777778,,False,True,False,True,False,False,False,False,False,,,-0.83,,,,,,,,,EE,,,516,,,3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5447,Lao,J160804.8+430951,242.01888,43.16345,0.08492,False,False,False,True,False,False,False,False,False,24.17,,1.1,,,,,DESI J242.0188+43.1634,,,,,,s,76.94,,33.2,,,77,47,155,119.9,1.05,,,,,,,,,,,,,,WHL J160804.5+430948,0.0849,s,370,0,0,0.644,12.69,0.59,8
5448,Lao,J160817.5+121501,242.07497,12.24834,0.54673,False,False,False,True,False,False,False,False,False,25.63,,1,,,,,WISEA J160817.99+121454.0,,,,,,s,33.23,,15.54,,,369,56,129.4,51.2,1.71,,,,,,,,,,,,,,WHL J160810.9+121233,0.2364,s,991,175,680,0.639,21.75,0.99,16
5449,Lao,J160821.7+282841,242.0881,28.47868,0.05018,False,True,False,True,False,False,False,False,False,24.16,,1.16,,,,,SDSS J160821.14+282843.2,,,,,,s,225.47,,92.92,,,61,60,163.7,790.5,0.92,,,,,,,,,,,,,,Y21 J160815.6+283010,0.7774,p,2810,114,874,0.469,13.24,0.61,7
5450,Lao,J160822.3+401219,242.09232,40.20495,0.62826,False,True,False,True,False,False,False,False,False,26.37,,0.11,,,,,DESI J160822.16+401217.8,,,,,,s,205.59,,188.73,,,204,29,156.9,25.6,0.58,,,,,,,,,,,,,,WHL J160816.5+400942,0.5956,s,2264,168,1156,0.726,43.8,1.96,16
5451,Lao,J160824.1+232433,242.09937,23.40889,1.00439,False,False,True,True,False,False,False,False,False,25.67,,0.78,,,,,DESI J160823.85+232432.0,,,,,,p,9.7,,5.37,,,132,16,116.1,10.8,,,,,,,,,,,,,,,,,,,,,,,,
5452,Lao,J160826.5+445212,242.10834,44.86907,0.68122,False,True,False,False,True,False,False,False,False,26.33,,1.88,,,,,DESI J242.1083+44.8690,,,,,,s,62.97,,15.06,,,182,25,88.8,14.6,,,,,,,,,,,,,,,CFSFDP J160827.7+445251,0.6812,s,2528,46,335,0.724,46.67,2.08,17
5453,Lao,J160828.1+350326,242.11884,35.0566,0.43956,False,False,False,False,True,False,False,False,False,25.46,,1,,,,,WISEA J160828.52+350323.7,,,,,,s,38.53,,18.01,,,146,25,77.1,7.3,1.99,,,,,,,,,,,,,,WHL J160828.5+350324,0.4396,s,1744,0,0,0.957,84.53,3.71,46
5454,Lao,J160829.7+350555,242.12367,35.0983,0.35016,False,False,False,True,False,False,False,False,False,25.25,8.26,0.95,,,,,WISEA J160829.68+350553.8,,,,,,s,40.57,,19.64,,,158,31,153.5,30.8,1.65,-22.51,,,,,,,,,,,,,GMBCG J242.11887+35.05661,0.445,p,1763,151,893,,,,
5455,Lao,J160836.1+193000,242.14794,19.50073,0.68097,False,False,False,True,False,False,False,False,False,25.53,,0.54,,,,,DESI J160835.50+193002.6,,,,,,p,19.73,,13.06,,,247,34,160.3,21.4,1.37,,,,,,,,,,,,,,,,,,,,,,,
5456,Lao,J160836.6+131743,242.15392,13.29781,0.44202,False,False,False,False,True,False,False,False,False,25.7,,1.39,,,,,DESI J160836.94+131752.1,,,,,,p,56.72,,19.71,,,218,37,47.7,411.1,1.86,,,,,,,,,,,,,,,,,,,,,,,
5457,Lao,J160913.7+033458,242.30755,3.58011,0.367,False,False,True,False,True,False,False,False,False,25.3,,0.91,,,,,WISEA J160913.81+033448.3,b,,,,,s,41.28,,20.67,,,194,37,58.2,11.3,,,,,,,,,,,,,,,WHL J160913.2+033311,0.3744,p,1512,98,523,1.028,93.28,4.08,46
5458,Sasmal,J160929.9+584408,242.374916666667,58.7355555555556,0.39,False,True,False,True,False,False,False,False,False,24.9821978695533,,-0.54,,,,,,,,1,SDSS,,s,21,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5459,Sasmal,J160930.6+614419,242.37775,61.73875,,False,True,False,False,True,False,False,False,False,,,-0.69,,,,,,,,1,EE,,,32,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5460,Lao,J160931.4+614423,242.37729,61.73841,0.41436,False,True,False,False,True,False,False,False,False,25.27,,0.71,,,,,DESI J160930.55+614418.3,,,,,,p,31.21,,18.18,,,136,24,67.8,7.1,1.77,,,,,,,,,,,,,,,,,,,,,,,
5461,Lao,J160944.2+071343,242.43612,7.22714,0.20586,False,False,False,True,False,False,False,False,False,25.17,,1.05,,,,,WISEA J160944.66+071337.6,,,,,,s,112.08,,50.22,,,125,36,117.9,90,1.28,,,,,,,,,,,,,,WHL J160951.9+071403,0.2069,s,874,111,390,0.882,51.38,2.29,33
5462,Lao,J160958.9+550029,242.49551,55.00564,0.9572,False,False,False,True,False,False,False,False,False,25.86,,1,,,,,DESI J160958.92+550020.3,,,,,,p,14.63,,6.84,,,277,34,152.7,45.9,,,,,,,,,,,,,,,WH J160953.7+545927,0.5945,s,2260,69,474,0.467,15.89,0.73,9
5463,Lao,J161013.2+525040,242.5567,52.84526,0.37578,False,False,False,True,False,False,False,False,False,25.35,8.77,1.59,,,,,WISEA J161013.60+525042.9,,,,,,s,35.75,,10.62,,,176,33,103.6,13,1.9,-23.04,,,,,,,,,,,,,WHL J161013.6+525044,0.3758,s,1518,1,5,0.633,25.94,1.18,15
5464,Lao,J161026.0+152458,242.60869,15.41705,0.67673,False,False,False,True,False,False,False,False,False,25.21,,0.44,,,,,DESI J161026.09+152501.4,c,,,,,p,10.08,,7.19,,,174,24,126.9,10.8,1.84,,,,,,,,,,,,,,GMBCG J161022.4+152223,0.2973,s,1226,167,765,0.559,14.34,0.66,7
5465,Sasmal,J161039.0+120318,242.662625,12.0552222222222,,False,True,False,False,True,False,False,False,False,,,-1.01,,,,,,,,"1, 2, 16",SDSS,,,54,,,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5466,Lao,J161039.1+120318,242.6627,12.0551,0.14178,False,True,False,False,True,False,False,False,False,24.5,,0.89,,,,,DESI J161039.05+120318.4,f,,,,,p,55.64,,28.18,,,69,27,76.3,6,0.49,,,,,,,,,,,,,,CFSFDP J161035.0+120339,0.7573,p,2752,63,478,0.563,21.01,0.96,10
5467,Lao,J161039.7+600636,242.66708,60.10933,1.03789,False,False,True,True,False,False,False,False,False,26.22,,0.57,,,,,DESI J161040.10+600633.6,,,,,,p,36.75,,23.88,,,340,41,148.5,31.2,,,,,,,,,,,,,,,WH J161054.7+600441,0.2163,s,912,157,570,0.561,17.86,0.82,9
5468,Lao,J161052.5+115921,242.71752,11.98781,0.4657,False,False,False,True,False,False,False,False,False,24.9,8.45,-0.25,,,,,WISEA J161052.20+115916.1,,,,,,s,14.84,,17.97,,,200,33,157.7,86.8,1.94,-23.54,,,,,,,,,,,,,WHL J161052.2+115916,0.4657,s,1835,0,0,0.637,29.92,1.35,12
5469,Lao,J161102.7+041457,242.76203,4.25089,0.31352,False,False,False,True,False,False,False,False,False,25.16,,1.15,,,,,WISEA J161102.88+041503.2,f,,,,,s,40.74,,17,,,137,29,92.5,8.2,1.66,,,,,,,,,,,,,,CFSFDP J161102.9+041503,0.3135,s,1287,0,0,0.6,23.87,1.09,9
5470,Sasmal,J161102.8+041503,242.762041666667,4.25086111111111,0.31,False,False,True,False,True,False,False,False,False,25.0246884338849,,-0.4,,,,,,,,,SDSS,,s,40,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5471,Lao,J161107.5+184558,242.7817,18.76546,1.20334,False,False,False,True,False,False,False,False,False,26.56,,0.54,,,,,DESI J161107.61+184555.7,,,,,,p,59.49,,39.42,,,400,47,147.8,32.5,0.54,,,,,,,,,,,,,,WH J161104.8+184824,0.7412,p,2706,154,1160,0.468,14.14,0.65,6
5472,Lao,J161139.0+153240,242.91176,15.54865,0.34587,False,True,False,True,False,False,False,False,False,25.38,,1.25,,,,,WISEA J161138.82+153255.1,,,,,,s,51.35,,19.79,,,228,45,161.4,21.1,1.77,,,,,,,,,,,,,,WHL J161138.8+153255,0.3525,s,1432,0,0,0.722,29.55,1.34,17
5473,Lao,J161154.3+445008,242.97794,44.83319,0.43935,False,True,False,True,False,False,False,False,False,25.38,,0.86,,,,,WISEA J161154.70+444959.4,,,,,,s,33.87,,17.6,,,217,37,106.6,17.3,1.82,,,,,,,,,,,,,,CFSFDP J161154.7+444959,0.4394,s,1744,0,0,0.527,18.11,0.83,9
5474,Lao,J161219.2+013503,243.07996,1.58322,0.12504,False,False,False,True,False,False,False,False,False,24.96,,0.64,,,,,DESI J161219.19+013459.6,,,,,,p,218.18,,134.39,,,97,42,126.2,27.3,,,,,,,,,,,,,,,Y21 J161224.7+013737,0.3893,p,1566,178,973,0.583,10.52,0.49,12
