RA,Dec,z,"L_rad,t",Size_rad,M_{BH},g-r,FRI,FRII,WAT,NAT,source_name,f_name,Host_name,f_z,Type,S1400MHz,S3000MHz,alpha,OA,Rc,LAS,Mr,Cluster_Name,zCl,f_zCl,Dc,Sep,Dl,r500,RL*500,M500,N500
215.62322,8.06056,0.49933,25.7,283.0,8.91,1.89,False,True,True,False,J142229.50+080336.6,,WISEA J142229.57+080338.0,s,"FR-II,WAT",52.5,28.37,0.81,132.9,21.1,45,-23.03,CAMIRA J142229.6+080338,0.4993,s,1949.0,0.0,0.0,0.584,17.67,0.81,9.0
215.62897,25.75344,0.35953,24.94,187.0,,1.68,True,False,True,False,J142231.07+254515.7,,DESI J142230.95+254512.4,p,"FR-I,WAT",18.84,9.04,0.96,167.0,72.1,36,,WH J142225.6+254234,0.6699,p,2494.0,174.0,1260.0,0.449,13.44,0.62,7.0
215.66101,6.77081,0.27218,24.9,193.0,,1.58,False,False,True,False,J142238.61+064614.0,,DESI J142238.64+064614.9,p,"--,WAT",29.14,9.99,1.4,158.8,60.2,45,,AMF J142236.9+064441,0.5096,s,1984.0,98.0,624.0,0.449,15.72,0.73,6.0
215.68533,28.03548,,,,,,False,True,True,False,J142244.48+280207.7,,,,"FR-II,WAT",14.53,11.68,0.29,157.8,25.8,28,,,,,,,,,,,
215.7098,63.04362,0.25449,25.04,299.0,,1.52,False,False,True,False,J142250.31+630236.7,,WISEA J142250.35+630237.0,s,"--,WAT",49.28,19.81,1.2,142.2,,73,,WHL J142250.4+630237,0.2545,s,1062.0,0.0,0.0,0.709,21.74,0.99,13.0
215.74555,8.42206,0.8596,25.63,213.0,,,True,False,True,False,J142259.16+082516.5,f,DESI J142258.93+082519.4,p,"FR-I,WAT",14.23,8.85,0.62,117.2,12.8,27,,WH J142255.7+082507,0.9069,p,3163.0,50.0,402.0,0.687,48.59,2.17,18.0
215.75793,46.47891,,,,,,False,True,True,False,J142301.90+462844.1,,,,"FR-II,WAT",36.47,20.48,0.76,145.8,26.3,39,,,,,,,,,,,
215.89296,16.47806,0.236,25.09,135.0,,1.41,False,False,True,False,J142334.28+162852.7,,WISEA J142334.31+162841.0,s,"--,WAT",67.7,28.75,1.12,138.1,11.0,35,,maxBCG J142334.3+162840,0.2377,s,996.0,1.0,4.0,1.054,86.7,3.8,61.0
215.95411,41.87836,,,,,0.36,False,True,True,False,J142348.99+415242.1,c,,,"FR-II,WAT",105.39,76.98,0.41,140.6,26.2,34,,,,,,,,,,,
215.98822,0.52083,,,,,0.42,False,True,True,False,J142357.17+003115.0,b,,,"FR-II,WAT",62.13,15.07,1.86,146.9,31.6,34,,,,,,,,,,,
216.05296,14.10195,0.56558,25.31,154.0,,1.84,False,False,True,False,J142412.80+140607.2,,SDSS J142412.71+140607.0,s,"--,WAT",18.58,12.97,0.47,160.4,13.7,23,,CAMIRA J142412.7+140607,0.5655,s,2167.0,0.0,0.0,0.725,36.99,1.66,18.0
216.16648,27.0604,,,,,1.85,False,False,True,False,J142439.96+270337.4,,,,"--,WAT",36.98,21.44,0.72,143.5,66.3,33,,,,,,,,,,,
216.18232,40.90984,0.24158,24.85,185.0,,1.46,False,False,True,False,J142444.72+405429.5,a,DESI J142443.76+405435.4,p,"--,WAT",37.82,18.25,0.96,115.9,16.3,47,,AMF J142445.7+405445,0.246,s,1028.0,24.0,96.0,0.724,30.7,1.39,28.0
216.19336,4.06266,0.36335,24.96,214.0,8.55,1.76,False,True,True,False,J142446.61+040340.7,"a,f",WISEA J142446.40+040345.5,s,"FR-II,WAT",21.8,14.39,0.55,159.9,38.6,41,-22.9,GMBCG J142444.9+040351,0.3634,s,1472.0,23.0,120.0,0.697,35.03,1.58,15.0
216.21886,61.75427,0.25313,25.1,187.0,,1.53,False,False,True,False,J142452.24+614518.0,,DESI J142452.53+614515.4,p,"--,WAT",55.43,19.77,1.35,159.9,61.2,46,,WHL J142441.1+614513,0.3596,s,1458.0,81.0,421.0,0.626,27.22,1.24,12.0
216.22374,17.03793,0.05342,23.3,50.0,8.57,0.89,True,False,False,True,J142453.40+170218.8,,IC 4417,s,"FR-I,NAT",25.99,4.96,2.17,21.5,12.8,47,-22.84,NSC J142442+170205,0.1503,p,644.0,167.0,453.0,,,,
216.23903,12.75434,0.88083,25.46,111.0,,2.56,True,False,False,True,J142457.64+124515.2,,DESI J142457.37+124515.6,p,"FR-I,NAT",10.81,8.46,0.32,75.9,5.0,14,,CAMIRA J142449.2+124502,0.2642,s,1099.0,120.0,506.0,0.65,18.74,0.86,12.0
216.30677,12.16408,0.15933,25.6,310.0,8.62,1.11,True,False,False,True,J142513.71+121025.2,,WISEA J142513.62+120950.6,s,"FR-I,NAT",502.4,181.03,1.34,88.4,66.4,109,-22.89,maxBCG J142513.6+120951,0.1593,s,681.0,0.0,0.0,0.804,39.97,1.79,30.0
216.32839,14.9806,,,,,,False,True,True,False,J142518.81+145850.2,,,,"FR-II,WAT",10.41,7.25,0.47,152.7,24.4,28,,,,,,,,,,,
216.44649,55.75747,1.10657,26.51,218.0,,,False,True,True,False,J142547.21+554526.2,f,DESI J142547.16+554526.9,p,"FR-II,WAT",49.4,24.91,0.9,132.1,12.8,26,,WH J142542.5+554404,0.9231,p,3206.0,91.0,735.0,0.422,16.91,0.78,6.0
216.48774,39.41247,0.14318,24.24,127.0,8.3,1.01,False,True,True,False,J142557.34+392447.5,,WISEA J142557.05+392444.8,s,"FR-II,WAT",30.82,17.97,0.71,151.9,51.2,49,-21.86,,,,,,,,,,
216.49401,41.91152,0.99084,26.6,575.0,,,False,True,True,False,J142559.43+415441.6,c,DESI J142558.56+415441.5,p,"FR-II,WAT",88.36,50.46,0.74,137.4,53.2,70,,CLuMPR J142558.2+415509,0.8408,p,2986.0,28.0,220.0,0.503,20.77,0.95,10.0
216.56811,0.83764,0.125,24.68,144.0,,,True,False,False,True,J142615.05+005028.2,"f,h,j",WISEA J142616.34+005015.5,s,"FR-I,NAT",105.84,41.09,1.24,80.6,26.0,62,,maxBCG J142616.3+005015,0.1266,s,546.0,0.0,0.0,0.919,52.51,2.34,24.0
216.5643,56.2238,1.05848,26.75,358.0,,0.86,False,False,True,False,J142615.24+561330.2,,DESI J142615.43+561325.7,p,"--,WAT",98.2,50.99,0.86,164.3,890.0,43,,,,,,,,,,,
216.56712,19.06086,0.14883,24.47,105.0,,0.76,False,False,True,False,J142616.38+190339.3,,DESI J142616.11+190339.1,p,"--,WAT",47.57,28.46,0.67,145.8,38.9,39,,,,,,,,,,,
216.59907,55.30138,0.13172,24.54,119.0,,1.09,True,False,True,False,J142623.25+551753.7,,WISEA J142623.77+551804.9,s,"FR-I,WAT",66.32,22.96,1.39,115.4,19.8,49,,maxBCG J142623.8+551805,0.1317,s,567.0,0.0,0.0,0.679,22.2,1.01,15.0
216.66446,41.0468,0.36257,25.24,182.0,8.37,1.76,True,False,True,False,J142638.93+410241.9,f,WISEA J142639.46+410248.4,s,"FR-I,WAT",38.51,20.98,0.8,106.9,14.2,35,-22.77,AMF J142639.5+410248,0.3626,s,1469.0,0.0,0.0,0.573,19.35,0.89,12.0
216.67066,24.14624,0.14449,24.65,126.0,8.82,,False,False,True,False,J142641.00+240844.3,,WISEA J142640.95+240846.4,s,"--,WAT",74.58,36.97,0.92,153.5,387.1,48,-23.78,maxBCG J142641.0+240846,0.1445,s,620.0,0.0,0.0,0.763,28.95,1.31,15.0
216.73152,42.09606,0.09925,24.79,199.0,8.91,1.05,True,False,True,False,J142655.57+420554.0,,DESI J142655.56+420545.8,s,"FR-I,WAT",223.0,75.68,1.42,132.4,116.9,105,-23.2,WHL J142655.6+420546,0.0986,s,428.0,0.0,0.0,0.66,12.09,0.63,5.0
216.74841,34.19989,0.12682,25.14,235.0,,1.08,True,False,True,False,J142700.08+341201.1,,DESI J142659.62+341159.6,p,"FR-I,WAT",302.16,140.56,1.0,144.8,81.3,100,,GMBCG J142659.6+341200,0.1286,s,554.0,0.0,0.0,0.903,51.33,2.29,34.0
216.79163,10.44235,0.23992,25.21,145.0,8.55,1.44,False,False,True,False,J142709.94+102629.4,,WISEA J142709.99+102632.4,s,"--,WAT",91.82,52.15,0.74,143.7,24.7,37,-22.58,CFSFDP J142713.3+102731,0.2399,s,1005.0,76.0,299.0,0.597,20.81,0.95,10.0
216.83613,15.99067,0.68814,26.05,263.0,,1.86,False,True,True,False,J142721.03+155923.9,,SDSS J142720.67+155926.4,s,"FR-II,WAT",61.51,37.56,0.65,132.1,33.3,36,,,,,,,,,,,
216.88992,6.45446,0.49367,25.56,306.0,,1.13,False,True,True,False,J142733.39+062719.7,,WISEA J142733.58+062716.0,s,"FR-II,WAT",51.48,46.89,0.12,135.8,24.6,49,,CLuMPR J142728.4+062502,0.922,p,3203.0,155.0,1252.0,0.549,23.04,1.05,11.0
216.98121,-0.72077,0.5904,25.88,321.0,,1.93,False,True,True,False,J142755.38-004310.8,,DESI J142755.49-004314.8,p,"FR-II,WAT",43.55,16.71,1.26,164.9,94.0,47,,WH J142800.7-004532,0.6147,s,2324.0,158.0,1102.0,0.449,14.05,0.65,6.0
216.97837,25.91039,0.30302,25.14,134.0,8.61,1.56,True,False,True,False,J142755.43+255434.7,a,2MASS J14275479+2554373,s,"FR-I,WAT",45.59,24.26,0.83,103.1,45.7,29,-22.66,maxBCG J142755.6+255432,0.3078,s,1266.0,12.0,56.0,0.619,23.81,1.08,12.0
216.9881,56.98781,0.09814,24.31,101.0,,1.02,False,False,True,False,J142755.88+565925.7,,DESI J142757.14+565916.1,p,"--,WAT",78.14,40.17,0.87,155.5,61.7,54,,WH J142735.4+565943,0.5338,s,2064.0,180.0,1174.0,0.573,19.84,0.91,8.0
216.99729,34.92036,0.18743,24.58,103.0,8.7,1.28,False,False,True,False,J142759.17+345523.5,,WISEA J142759.34+345513.2,s,"--,WAT",33.48,12.38,1.31,96.4,22.7,32,-23.05,maxBCG J142759.3+345513,0.1886,s,800.0,0.0,0.0,0.721,28.92,1.31,11.0
217.01393,48.6888,0.82389,26.18,265.0,,1.17,False,False,True,False,J142803.74+484123.5,,DESI J142803.34+484119.7,p,"--,WAT",53.4,31.54,0.69,110.2,20.5,34,,Y21 J142807.3+484109,0.9181,p,3193.0,41.0,331.0,0.558,31.48,1.42,11.0
217.03051,39.88811,0.51069,25.56,159.0,8.72,1.82,False,False,False,True,J142806.72+395322.8,,SDSS J142807.32+395317.1,s,"--,NAT",36.75,20.6,0.76,72.4,10.4,25,-23.25,WHL J142807.3+395317,0.511,s,1988.0,0.0,0.0,0.652,35.87,1.61,13.0
217.09108,23.88862,0.13548,24.4,104.0,,1.09,False,True,True,False,J142822.36+235325.0,a,WISEA J142821.86+235319.0,s,"FR-II,WAT",48.68,25.18,0.86,115.3,19.5,42,,maxBCG J142821.9+235319,0.1359,s,585.0,0.0,0.0,0.759,33.53,1.51,27.0
217.12473,44.66378,1.04857,26.07,308.0,,0.29,False,False,True,False,J142830.51+443947.6,,WISEA J142829.93+443949.6,s,"--,WAT",27.72,19.67,0.45,135.4,26.7,37,,GMBCG J217.10736+44.67902,0.441,p,1749.0,71.0,418.0,,,,
217.22224,10.87771,,,,,,False,False,True,False,J142853.34+105239.8,,,,"--,WAT",28.75,10.77,1.29,142.0,21.9,35,,,,,,,,,,,
217.25029,48.65975,0.52103,25.74,141.0,,1.99,False,False,True,False,J142859.80+483933.8,b,WISEA J142900.06+483935.1,s,"--,WAT",37.87,11.04,1.62,150.9,16.9,22,,WHL J142900.1+483935,0.5212,s,2022.0,0.0,0.0,0.757,47.85,2.14,19.0
217.26589,15.95378,1.104,26.73,302.0,,0.46,False,True,True,False,J142903.65+155716.4,b,WISEA J142903.81+155713.6,s,"FR-II,WAT",105.46,68.67,0.56,97.8,10.9,36,,,,,,,,,,,
217.32653,34.62239,,,,,,False,True,True,False,J142918.37+343720.6,,,,"FR-II,WAT",8.96,5.71,0.59,165.3,42.7,26,,,,,,,,,,,
217.33762,23.60449,0.12127,24.51,95.0,8.48,1.06,False,True,True,False,J142921.43+233625.5,,WISEA J142921.02+233616.1,s,"FR-II,WAT",80.25,40.62,0.89,91.9,19.8,42,-22.89,WHL J142921.0+233616,0.1213,s,524.0,0.0,0.0,0.662,17.32,0.8,15.0
217.38938,54.72647,0.12328,24.84,137.0,8.31,1.09,False,False,True,False,J142932.71+544340.0,j,SDSS J142933.45+544335.2,s,"--,WAT",124.47,10.84,3.2,90.8,37.6,60,-22.82,maxBCG J142933.5+544335,0.123,s,531.0,0.0,0.0,0.856,44.63,2.0,29.0
217.38832,51.52272,0.56569,25.08,181.0,8.76,1.87,True,False,True,False,J142933.32+513122.6,,WISEA J142933.19+513121.8,s,"FR-I,WAT",11.27,8.24,0.41,160.5,28.0,27,-23.16,WHL J142933.2+513122,0.5696,s,2181.0,0.0,0.0,0.566,24.6,1.12,11.0
217.39036,4.67882,,,,,0.5,False,True,True,False,J142933.69+044043.8,,,,"FR-II,WAT",132.03,71.44,0.81,159.0,41.2,39,,,,,,,,,,,
217.40508,48.26813,,,,,5.18,False,True,True,False,J142937.22+481605.3,,,,"FR-II,WAT",22.15,8.12,1.32,168.2,79.4,38,,,,,,,,,,,
217.48213,40.19082,0.21526,25.4,253.0,,1.4,False,False,True,False,J142956.97+401113.2,,DESI J142955.70+401126.9,s,"--,WAT",171.32,76.81,1.05,106.7,26.7,70,,GMBCG J142955.7+401127,0.2153,s,908.0,0.0,0.0,0.609,19.43,0.89,12.0
217.60143,14.59092,0.38909,25.55,300.0,8.37,1.8,False,True,True,False,J143024.48+143526.3,,WISEA J143024.34+143527.3,s,"FR-II,WAT",59.71,25.07,1.14,152.8,54.4,55,-23.06,WHL J143024.3+143527,0.3891,s,1566.0,0.0,0.0,0.755,33.26,1.5,18.0
217.61143,55.94348,1.12023,25.97,160.0,,0.4,False,False,True,False,J143026.72+555635.2,,DESI J143026.74+555636.5,p,"--,WAT",14.16,7.42,0.85,158.3,18.3,19,,CFSFDP J143011.9+555745,0.4988,s,1947.0,142.0,894.0,0.497,15.1,0.7,8.0
217.66316,10.00226,1.12126,26.91,455.0,,,False,True,True,False,J143039.05+100007.7,,DESI J143039.16+100008.1,p,"FR-II,WAT",134.1,75.64,0.75,162.7,60.8,54,,,,,,,,,,,
217.67784,6.29665,0.53805,25.74,360.0,,1.79,False,True,True,False,J143042.43+061741.9,,DESI J143042.68+061747.9,p,"FR-II,WAT",37.12,12.09,1.47,157.0,33.0,55,,WH J143042.7+061748,0.5464,s,2105.0,0.0,0.0,0.474,13.33,0.62,9.0
217.68454,43.19622,0.82155,25.92,281.0,,1.29,False,False,True,False,J143044.71+431146.9,,DESI J143044.29+431146.4,p,"--,WAT",32.75,22.23,0.51,157.6,71.0,36,,,,,,,,,,,
217.71821,33.22296,0.5099,26.09,452.0,,1.89,False,True,True,False,J143052.29+331322.7,,DESI J143052.34+331322.8,s,"FR-II,WAT",122.71,64.72,0.84,158.1,115.0,71,,,,,,,,,,,
217.72073,25.71052,0.26514,25.49,253.0,8.34,1.49,False,False,True,False,J143052.68+254240.2,,WISEA J143052.97+254237.8,s,"--,WAT",127.88,54.19,1.13,152.9,48.3,60,-22.5,Y21 J143056.1+254227,0.1744,s,743.0,43.0,132.0,0.626,15.83,0.73,12.0
217.72036,20.99002,,,,,,False,True,True,False,J143052.89+205924.1,,,,"FR-II,WAT",48.97,13.69,1.67,165.2,77.8,58,,,,,,,,,,,
217.74366,40.85774,,,,,1.26,True,False,True,False,J143058.48+405127.9,,,,"FR-I,WAT",125.93,66.15,0.84,124.9,18.8,26,,,,,,,,,,,
217.74585,8.39499,0.62738,26.82,499.0,,0.04,False,False,True,False,J143058.52+082346.5,,DESI J143059.00+082342.0,s,"--,WAT",363.75,164.65,1.04,151.5,70.7,71,,,,,,,,,,,
217.77081,57.03417,0.34327,24.94,166.0,,1.78,False,False,True,False,J143105.42+570200.3,,2MASS J14310497+5702026,s,"--,WAT",22.34,13.08,0.7,123.8,17.7,33,,WH J143114.8+570306,0.8064,p,2891.0,102.0,791.0,0.526,19.25,0.88,10.0
217.78775,-7.59274,,,,,,False,False,True,False,J143109.06-073533.9,,,,"--,WAT",18.07,11.67,0.57,124.5,10.5,24,,,,,,,,,,,
217.83539,1.24903,0.3426,25.21,257.0,,1.21,False,False,True,False,J143120.47+011503.5,,WISEA J143120.49+011456.4,s,"--,WAT",48.65,40.07,0.25,151.5,57.8,51,,KDR2 J143122.6+011710,0.23,p,966.0,137.0,521.0,,,,
217.83918,6.15823,,,,,,False,True,True,False,J143121.40+060929.6,,,,"FR-II,WAT",9.17,7.57,0.25,169.5,59.7,32,,,,,,,,,,,
217.86501,35.88115,0.62072,25.86,273.0,,1.75,False,False,True,False,J143128.41+355250.8,,WISEA J143127.60+355252.1,s,"--,WAT",41.62,19.12,1.02,98.1,14.8,39,,WHL J143134.4+355352,0.4594,p,1813.0,102.0,614.0,0.5,6.16,0.3,2.0
217.88897,41.42734,0.28518,25.19,115.0,,1.6,True,False,True,False,J143133.70+412541.9,,WISEA J143133.35+412538.4,s,"FR-I,WAT",55.38,25.26,1.03,96.4,10.7,26,,WHL J143133.3+412538,0.2852,s,1180.0,0.0,0.0,0.662,30.47,1.38,15.0
217.90412,52.45693,0.29217,25.4,325.0,,1.64,True,False,True,False,J143136.43+522724.0,,WISEA J143136.98+522724.9,s,"FR-I,WAT",86.02,40.34,0.99,161.1,90.7,72,,CFHTLS:[SMD2018a] W3-0364,0.36,s,1460.0,92.0,479.0,,,,
217.91068,-0.92515,,,,,,False,True,True,False,J143138.56-005530.5,,,,"FR-II,WAT",115.07,48.33,1.14,161.6,68.0,47,,,,,,,,,,,
217.94811,60.85262,0.11657,24.87,164.0,,1.05,False,False,True,False,J143149.56+605056.6,,DESI J143147.55+605109.4,p,"--,WAT",175.59,40.18,1.94,154.0,76.6,75,,WHL J143147.5+605109,0.113,s,489.0,0.0,0.0,0.699,21.24,0.97,12.0
217.98458,26.01014,0.70891,26.18,185.0,,1.96,False,False,True,False,J143156.11+260036.3,b,DESI J143156.30+260036.5,p,"--,WAT",55.63,21.35,1.26,155.1,18.3,25,,Y21 J143155.1+260055,0.6607,s,2466.0,25.0,180.0,0.723,38.85,1.74,15.0
217.9962,28.1671,,,,,1.64,False,True,True,False,J143159.09+281001.6,,,,"FR-II,WAT",38.89,15.84,1.18,138.3,51.0,57,,,,,,,,,,,
218.04185,5.43467,0.11312,24.02,83.0,,1.03,True,False,True,False,J143210.15+052601.7,,WISEA J143210.04+052604.8,s,"FR-I,WAT",30.47,19.45,0.59,145.1,22.2,39,,maxBCG J143210.1+052605,0.1131,s,489.0,1.0,2.0,0.571,16.25,0.75,15.0
218.10561,12.79018,0.55821,25.66,226.0,8.83,1.27,False,True,True,False,J143225.23+124726.9,f,WISEA J143225.34+124724.6,s,"FR-II,WAT",42.06,27.58,0.55,150.5,43.8,34,-23.36,,,,,,,,,,
218.14271,5.25375,0.39913,25.45,172.0,,0.61,True,False,True,False,J143234.02+051513.8,,WISEA J143234.25+051513.4,s,"FR-I,WAT",47.16,21.92,1.01,159.3,32.8,31,-22.74,,,,,,,,,,
218.15907,40.7274,0.21102,24.97,224.0,,1.3,False,True,True,False,J143238.94+404339.5,,WISEA J143238.17+404338.6,s,"FR-II,WAT",61.54,21.3,1.39,148.4,34.9,63,,WH J143238.2+404339,0.211,s,890.0,0.0,0.0,0.456,12.91,0.6,7.0
218.18266,44.60401,0.18156,24.46,202.0,8.77,1.26,False,False,True,False,J143243.08+443615.5,,WISEA J143243.83+443614.4,s,"--,WAT",29.83,15.91,0.82,151.8,53.2,64,-22.76,WHY18 J143243.9+443614,0.1816,s,772.0,0.0,0.0,0.582,17.54,0.81,13.0
218.26813,3.51045,0.14792,24.79,160.0,,1.13,False,False,True,False,J143304.38+033031.8,d,WISEA J143304.35+033037.6,s,"--,WAT",93.79,35.49,1.28,143.3,41.8,60,,maxBCG J143304.4+033038,0.1479,s,634.0,0.0,0.0,0.849,42.86,1.92,20.0
218.33531,19.22474,0.21108,24.48,114.0,8.51,1.37,False,False,True,False,J143320.14+191330.5,"a,f",WISEA J143320.47+191329.0,s,"--,WAT",23.14,13.75,0.68,120.9,13.0,32,-23.11,maxBCG J143320.5+191329,0.2111,s,891.0,0.0,0.0,0.675,27.41,1.24,14.0
218.38284,19.11991,2.36011,27.5,259.0,,-0.04,False,True,True,False,J143331.94+190712.4,c,SDSS J143331.87+190711.6,s,"FR-II,WAT",108.31,66.29,0.64,156.9,26.2,31,,,,,,,,,,,
218.38763,48.70772,1.35781,27.19,285.0,,0.58,False,False,True,False,J143333.58+484234.5,,WISEA J143333.00+484227.7,s,"--,WAT",145.32,74.28,0.88,95.2,15.8,33,,,,,,,,,,,
218.39292,32.15251,0.93533,26.95,429.0,,0.24,False,True,True,False,J143334.45+320910.2,,DESI J143334.31+320909.3,s,"FR-II,WAT",224.45,128.5,0.73,148.4,8.8,53,,CFSFDP J143333.2+320916,0.7123,s,2621.0,15.0,111.0,0.45,13.95,0.65,11.0
218.43733,48.13874,0.6976,26.21,647.0,7.29,1.78,False,False,True,False,J143345.61+480825.8,,SDSS J143344.95+480819.4,s,"--,WAT",55.03,18.06,1.46,159.8,173.0,88,-22.39,,,,,,,,,,
218.44457,2.29881,0.33774,25.85,294.0,8.33,1.67,False,True,True,False,J143346.89+021757.0,a,WISEA J143346.69+021755.7,s,"FR-II,WAT",174.03,79.2,1.03,167.2,,59,-22.75,GMBCG J143344.5+021808,0.3406,s,1388.0,35.0,176.0,0.56,14.81,0.68,8.0
218.45506,42.88124,0.42264,25.57,264.0,,1.87,True,False,True,False,J143348.41+425248.0,,SDSS J143349.21+425252.4,s,"FR-I,WAT",59.56,33.73,0.75,121.1,20.3,46,,WHL J143349.2+425252,0.4226,s,1685.0,0.0,0.0,0.946,74.65,3.29,42.0
218.47288,18.75594,0.07586,24.05,70.0,,0.96,False,True,True,False,J143352.40+184521.1,,WISEA J143353.49+184521.3,s,"FR-II,WAT",71.44,25.16,1.37,146.7,34.6,47,,WH J143350.6+184327,0.8675,p,3059.0,122.0,969.0,0.456,20.79,0.95,12.0
218.46602,0.6233,0.50371,26.52,474.0,,1.81,False,False,True,False,J143352.98+003720.4,,WISEA J143351.84+003723.8,s,"--,WAT",278.95,101.2,1.33,112.3,33.3,75,,WHL J143351.9+003723,0.5038,s,1964.0,1.0,6.0,0.589,25.72,1.17,11.0
218.4883,17.6733,0.3306,24.85,108.0,8.14,1.67,True,False,True,False,J143357.11+174020.5,a,WISEA J143357.19+174023.8,s,"FR-I,WAT",17.6,7.36,1.14,105.9,7.2,22,-22.33,Y21 J143351.2+174123,0.72,p,2644.0,104.0,775.0,0.564,23.62,1.08,9.0
218.50789,31.48436,,,,,,False,False,True,False,J143401.89+312903.7,,,,"--,WAT",10.24,5.49,0.82,164.7,35.0,24,,,,,,,,,,,
218.50903,59.11484,0.54534,26.6,316.0,,1.8,False,True,True,False,J143403.28+590654.3,,DESI J143402.17+590653.4,p,"FR-II,WAT",319.67,154.82,0.95,134.0,35.7,48,,WHL J143346.9+590631,0.5406,s,2086.0,119.0,781.0,0.693,31.12,1.41,19.0
218.53749,1.61682,0.13786,25.58,318.0,9.01,,True,False,True,False,J143408.36+013644.3,d,WISEA J143408.99+013700.5,s,"FR-I,WAT",592.17,108.83,2.22,165.7,178.2,126,-23.12,maxBCG J143409.0+013701,0.1379,s,593.0,1.0,3.0,0.861,45.27,2.02,20.0
218.54596,19.65754,0.56322,26.25,288.0,,1.42,False,False,True,False,J143411.16+193929.1,,WISEA J143411.03+193927.1,s,"--,WAT",133.7,65.98,0.93,152.8,44.7,43,,,,,,,,,,,
218.55938,44.93129,0.43517,25.5,210.0,8.51,1.94,False,False,True,False,J143414.18+445552.5,,WISEA J143414.25+445552.6,s,"--,WAT",40.18,16.25,1.19,152.0,20.3,36,-23.14,WHL J143414.3+445553,0.4356,s,1730.0,0.0,0.0,0.776,45.53,2.03,23.0
218.60003,15.23619,0.15802,24.43,82.0,,1.13,False,True,False,True,J143424.51+151412.2,a,WISEA J143424.02+151409.7,s,"FR-II,NAT",39.14,25.2,0.58,58.7,8.7,29,,WHL J143424.5+151359,0.1566,s,670.0,13.0,37.0,0.594,16.95,0.78,12.0
218.60109,11.42629,0.72906,25.52,142.0,,2.05,True,False,True,False,J143424.53+112537.6,,SDSS J143424.26+112534.6,s,"FR-I,WAT",14.1,7.45,0.84,115.0,11.7,19,,Y21 J143424.3+112535,0.7291,s,2671.0,0.0,0.0,0.82,68.36,3.02,36.0
218.61393,4.36482,1.41351,26.4,485.0,,0.08,False,True,True,False,J143427.43+042200.3,,DESI J143427.34+042153.4,p,"FR-II,WAT",21.21,10.73,0.89,151.5,79.9,56,,,,,,,,,,,
218.6405,29.99586,1.0718,26.38,251.0,,1.7,True,False,True,False,J143433.65+295945.9,,DESI J143433.72+295945.1,p,"FR-I,WAT",36.2,16.91,1.0,162.1,172.6,30,,CLuMPR J143435.2+295940,0.9908,p,3378.0,20.0,165.0,0.448,19.17,0.88,8.0
218.70433,-2.24987,0.29061,25.52,324.0,8.35,1.59,False,False,True,False,J143449.08-021509.5,,WISEA J143449.03-021459.5,s,"--,WAT",112.48,49.08,1.09,146.5,19.4,72,-23.15,GMBCG J143449.0-021459,0.2906,s,1201.0,0.0,0.0,0.495,18.61,0.85,10.0
218.78861,9.33674,0.76056,26.5,205.0,,0.49,False,False,False,True,J143509.95+092018.4,c,DESI J143509.27+092012.3,p,"--,NAT",125.87,69.2,0.78,59.9,12.2,27,,MSPM 06337,0.0941,p,409.0,126.0,228.0,,,,
218.82783,17.70465,1.2984,26.64,619.0,,,False,True,True,False,J143519.75+174214.1,,DESI J143518.68+174216.7,p,"FR-II,WAT",38.66,17.01,1.08,142.3,,72,,,,,,,,,,,
218.83759,-2.68243,0.52964,25.94,318.0,8.27,1.89,False,False,True,False,J143521.73-024055.2,j,SDSS J143521.02-024056.7,s,"--,WAT",64.46,23.4,1.33,119.7,25.8,49,-23.03,WHL J143521.0-024057,0.5296,s,2050.0,0.0,0.0,0.818,51.6,2.3,31.0
218.83952,11.84786,0.70243,25.77,273.0,8.62,2.01,False,True,True,False,J143522.05+115052.0,,WISEA J143521.48+115052.3,s,"FR-II,WAT",28.11,15.05,0.82,97.3,11.5,37,-23.55,CLuMPR J143526.4+115004,0.559,s,2146.0,86.0,574.0,0.487,12.74,0.59,9.0
218.85931,27.89321,0.17598,25.09,361.0,8.66,1.22,True,False,True,False,J143525.85+275337.5,,SDSS J143526.23+275335.5,s,"FR-I,WAT",124.03,44.31,1.35,156.1,148.6,117,-23.71,maxBCG J143526.2+275335,0.176,s,749.0,0.0,0.0,0.91,52.24,2.33,29.0
218.86855,55.1311,0.13985,25.43,214.0,8.95,1.15,False,False,True,False,J143527.25+550759.7,f,WISEA J143528.45+550751.9,s,"--,WAT",478.12,226.89,0.98,165.0,87.0,84,-23.67,maxBCG J143528.5+550752,0.1399,s,601.0,0.0,0.0,1.212,123.53,5.36,91.0
218.92635,-5.6932,0.41077,25.51,158.0,,,False,False,False,True,J143542.33-054141.4,b,DESI J143542.32-054135.5,p,"--,NAT",49.82,23.23,1.0,83.2,9.6,28,,Y21 J143544.5-054129,0.418,p,1669.0,33.0,188.0,1.034,99.93,4.36,46.0
218.96515,52.57078,0.27619,24.92,161.0,,1.39,False,False,True,False,J143552.23+523414.4,,DESI J143551.64+523414.8,p,"--,WAT",36.41,23.78,0.56,155.9,40.9,37,,WH J143551.6+523415,0.274,p,1137.0,0.0,0.0,0.525,11.4,0.53,8.0
219.01569,44.75306,1.10048,26.76,277.0,,,False,False,True,False,J143603.82+444513.2,c,DESI J143603.77+444511.0,p,"--,WAT",91.12,46.88,0.87,164.4,21.7,33,,,,,,,,,,,
